age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,412,1,814,143.3,,88.3,0,0,0,0,,0
12-15,291,155,190,105,172.6,73.4,0,0,0,0,0,0
16-19,430,87,75,113.2,111.2,58.6,0,0,1,0,0,0.8
20-29,1110,129,182,116.3,72.2,102.5,0,0,1,0,0,0.6
30-39,1518,184,223,166.3,113.8,174.1,0,0,3,0,0,2.3
40-49,1566,125,167,176.4,106.4,165,0,2,4,0,1.7,4
50-59,1268,82,116,173.4,107.2,183.8,4,1,6,0.5,1.3,9.5
60-69,2068,89,158,319.8,234.4,268.6,16,3,5,2.5,7.9,8.5
70-79,1714,46,129,362.5,248.7,448.8,22,1,5,4.7,5.4,17.4
80+,1183,41,112,477.9,307.4,612.7,24,0,8,9.7,0,43.8
