period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1826,6727,8.68,31.98
3_Month,5-11,2330,9093,6.97,27.2
6_Month,5-11,3862,43354,0.92,10.36
1_Year,5-11,4044,49824,0.66,8.15
All,5-11,4044,50144,0.57,7.01
1_Month,12-15,1142,1565,12.06,16.53
3_Month,12-15,1602,2224,9.47,13.15
6_Month,12-15,7023,13320,3.64,6.9
1_Year,12-15,8305,17764,3.05,6.51
All,12-15,8306,18107,2.43,5.29
1_Month,16-19,2002,683,19.57,6.68
3_Month,16-19,2609,913,16.22,5.67
6_Month,16-19,10703,6401,6.83,4.08
1_Year,16-19,13575,10549,6.17,4.8
All,16-19,13596,10838,4.49,3.58
1_Month,20-29,5818,1739,18.9,5.65
3_Month,20-29,7582,2287,15.52,4.68
6_Month,20-29,27463,13236,8.04,3.87
1_Year,20-29,33328,20264,6.94,4.22
All,20-29,33372,20741,5.25,3.26
1_Month,30-39,6813,2193,17.48,5.63
3_Month,30-39,8747,2862,13.92,4.55
6_Month,30-39,27746,13595,7.01,3.44
1_Year,30-39,31803,18403,6.07,3.51
All,30-39,31871,18736,4.98,2.93
1_Month,40-49,6470,1692,16.44,4.3
3_Month,40-49,8343,2190,13.08,3.43
6_Month,40-49,24590,9923,6.66,2.69
1_Year,40-49,28415,13458,5.97,2.83
All,40-49,28497,13707,4.95,2.38
1_Month,50-59,4380,990,11.96,2.7
3_Month,50-59,5748,1283,9.72,2.17
6_Month,50-59,15794,5419,6,2.06
1_Year,50-59,18036,7208,5.52,2.21
All,50-59,18092,7378,4.53,1.85
1_Month,60-69,3270,545,8.4,1.4
3_Month,60-69,4262,703,6.79,1.12
6_Month,60-69,9660,2846,4.82,1.42
1_Year,60-69,11103,3737,4.56,1.54
All,60-69,11146,3831,3.84,1.32
1_Month,70-79,1940,226,5.7,0.66
3_Month,70-79,2537,289,4.67,0.53
6_Month,70-79,4638,902,3.61,0.7
1_Year,70-79,5253,1144,3.46,0.75
All,70-79,5275,1195,3.01,0.68
1_Month,80+,1261,125,7.03,0.7
3_Month,80+,1575,175,5.8,0.64
6_Month,80+,2843,525,4.47,0.82
1_Year,80+,3172,627,4.22,0.84
All,80+,3204,673,3.5,0.73
