period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,379,2770,1.33,9.73
3_Month,5-11,1603,34851,0.41,8.9
6_Month,5-11,1771,39437,0.38,8.51
1_Year,5-11,1771,40854,0.31,7.04
All,5-11,1771,40985,0.26,6.01
1_Month,12-15,495,783,3.54,5.59
3_Month,12-15,5629,11389,3.13,6.33
6_Month,12-15,6749,14585,3.08,6.66
1_Year,12-15,6834,15588,2.65,6.05
All,12-15,6834,15745,2.1,4.84
1_Month,16-19,756,342,5.76,2.6
3_Month,16-19,8393,5723,5.83,3.98
6_Month,16-19,10840,8672,6.12,4.9
1_Year,16-19,11073,9563,5.42,4.68
All,16-19,11082,9830,3.87,3.43
1_Month,20-29,2681,736,6.38,1.75
3_Month,20-29,20563,11300,6.86,3.77
6_Month,20-29,25480,15854,6.95,4.32
1_Year,20-29,26035,17760,6.02,4.11
All,20-29,26056,18184,4.44,3.1
1_Month,30-39,2626,843,5.53,1.78
3_Month,30-39,19585,10956,5.78,3.23
6_Month,30-39,22869,13990,5.79,3.54
1_Year,30-39,23313,15343,5.05,3.32
All,30-39,23346,15638,4.05,2.71
1_Month,40-49,2195,614,4.89,1.37
3_Month,40-49,16766,7891,5.39,2.54
6_Month,40-49,19951,10286,5.51,2.84
1_Year,40-49,20312,11096,4.91,2.68
All,40-49,20347,11308,3.98,2.21
1_Month,50-59,1457,369,4.13,1.05
3_Month,50-59,10369,4218,4.98,2.03
6_Month,50-59,12225,5491,5.1,2.29
1_Year,50-59,12425,5819,4.63,2.17
All,50-59,12459,5972,3.67,1.76
1_Month,60-69,896,192,3.08,0.66
3_Month,60-69,5632,2196,4.01,1.56
6_Month,60-69,6792,2875,4.16,1.76
1_Year,60-69,6913,2989,3.81,1.65
All,60-69,6937,3064,3.05,1.35
1_Month,70-79,368,56,1.93,0.29
3_Month,70-79,2214,623,2.92,0.82
6_Month,70-79,2682,797,3.05,0.91
1_Year,70-79,2753,836,2.82,0.86
All,70-79,2767,879,2.29,0.73
1_Month,80-89,138,20,2.03,0.29
3_Month,80-89,981,287,3.31,0.97
6_Month,80-89,1157,343,3.44,1.02
1_Year,80-89,1196,355,3.12,0.93
All,80-89,1209,385,2.39,0.76
1_Month,90+,47,4,3.22,0.27
3_Month,90+,344,69,4.53,0.91
6_Month,90+,406,85,4.74,0.99
1_Year,90+,423,89,4.31,0.91
All,90+,430,100,3.1,0.72
