age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,7,39,91,120.1,17.3,9.6,0,0,0,0,0,0
12-15,6,64,27,97.8,19.6,9.7,0,0,0,0,0,0
16-19,10,188,30,256.7,42.8,22.1,0,0,0,0,0,0
20-29,18,480,51,157.4,42.9,30.3,0,0,1,0,0,0.6
30-39,22,454,78,195.3,43,62.7,0,0,0,0,0,0
40-49,22,538,60,160.8,54.4,62.5,0,1,0,0,0.1,0
50-59,28,586,47,157.4,73.7,88,0,2,4,0,0.3,7.5
60-69,71,1144,76,310.2,172.8,136.8,0,13,3,0,2,5.4
70-79,86,1460,69,469.3,299.4,548.4,3,15,3,16.4,3.1,23.8
80+,42,1012,71,503.5,397.4,466.5,2,25,5,24,9.8,32.9
