period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,220,505,14.83,34.05
3_Month,5-11,1622,5198,10.43,33.44
6_Month,5-11,3304,12469,6.94,26.18
1_Year,5-11,4937,51321,0.96,10.03
All,5-11,4937,52863,0.68,7.31
1_Month,12-15,238,207,19.77,17.19
3_Month,12-15,1023,1187,15.44,17.92
6_Month,12-15,2327,3092,9.88,13.13
1_Year,12-15,8896,17604,3.68,7.29
All,12-15,8949,18829,2.58,5.44
1_Month,16-19,226,65,25.89,7.45
3_Month,16-19,2103,605,24.3,6.99
6_Month,16-19,4028,1374,17.12,5.84
1_Year,16-19,14684,10039,7.35,5.03
All,16-19,14883,11213,4.83,3.64
1_Month,20-29,602,110,25.78,4.71
3_Month,20-29,6669,1631,22.74,5.56
6_Month,20-29,12304,3466,16.51,4.65
1_Year,20-29,37159,19318,8.52,4.43
All,20-29,37612,21672,5.75,3.31
1_Month,30-39,782,158,24.65,4.98
3_Month,30-39,7882,2110,21.54,5.77
6_Month,30-39,14197,4352,14.78,4.53
1_Year,30-39,36278,18273,7.52,3.79
All,30-39,36679,19949,5.54,3.01
1_Month,40-49,849,161,23.72,4.5
3_Month,40-49,7183,1671,19.84,4.62
6_Month,40-49,13353,3376,13.87,3.51
1_Year,40-49,32650,13603,7.26,3.03
All,40-49,33009,14668,5.53,2.46
1_Month,50-59,658,92,17.72,2.48
3_Month,50-59,5361,1000,15.25,2.84
6_Month,50-59,9563,1992,10.67,2.22
1_Year,50-59,21318,7451,6.64,2.32
All,50-59,21537,7958,5.12,1.89
1_Month,60-69,579,52,12.8,1.15
3_Month,60-69,4222,607,10.61,1.53
6_Month,60-69,7278,1141,7.55,1.18
1_Year,60-69,13765,3969,5.47,1.58
All,60-69,13920,4180,4.42,1.33
1_Month,70-79,479,27,9.22,0.52
3_Month,70-79,2855,280,7.67,0.75
6_Month,70-79,4630,486,5.46,0.57
1_Year,70-79,7160,1269,4.29,0.76
All,70-79,7244,1360,3.63,0.68
1_Month,80+,285,29,10.26,1.04
3_Month,80+,2081,219,9.31,0.98
6_Month,80+,3103,344,6.91,0.77
1_Year,80+,4588,766,5.45,0.91
All,80+,4666,832,4.39,0.78
