age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2011,2,3988,686.8,,436.6,0,0,3,0,,0.3
12-15,1662,357,828,500,854.5,337.8,2,0,0,0.6,0,0
16-19,2296,369,520,569.9,614.8,449.6,2,0,1,0.5,0,0.9
20-29,4947,652,1016,515.2,424.5,561.3,0,0,3,0,0,1.7
30-39,6562,822,1320,713.7,617.8,984.5,5,1,8,0.5,0.8,6
40-49,6102,557,998,681.7,572.3,964.7,9,6,12,1,6.2,11.6
50-59,4393,351,704,599,530.1,1063.2,22,6,23,3,9.1,34.7
60-69,4708,308,700,722.5,807,1320.7,58,11,27,8.9,28.8,50.9
70-79,3141,179,505,656.1,820.1,2139.4,59,12,53,12.3,55,224.5
80-89,1800,138,407,856.7,948.6,3468.8,56,14,46,26.7,96.2,392.1
90+,624,37,152,1310.5,535.1,5646.4,16,4,14,33.6,57.9,520.1
