instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-16T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-16T00:00:00.000Z
,,,2022-11-16T00:00:00.000Z
Assuta Ashdod                 ,,,2022-11-16T00:00:00.000Z
Bnei Ziom Medical Center      ,95,94,2022-11-16T00:00:00.000Z
Barzilai Medical Center       ,95.8,83.6,2022-11-16T00:00:00.000Z
,,,2022-11-16T00:00:00.000Z
Hadassah Mount Scopus         ,86.1,83.7,2022-11-16T00:00:00.000Z
Hadassah Ein Kerem            ,124.3,104.1,2022-11-16T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-16T00:00:00.000Z
Hillel Yaffeh Medical Center  ,90.4,84.9,2022-11-16T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-16T00:00:00.000Z
The Holy Family               ,,,2022-11-16T00:00:00.000Z
,,,2022-11-16T00:00:00.000Z
Woolfson Medical Center       ,75,79.2,2022-11-16T00:00:00.000Z
      Ziv Hospital            ,96.9,81.6,2022-11-16T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-16T00:00:00.000Z
Laniado                       ,102.6,93.6,2022-11-16T00:00:00.000Z
Meir Hospital                 ,,,2022-11-16T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-16T00:00:00.000Z
Nahariya                      ,110,95.5,2022-11-16T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-16T00:00:00.000Z
,,,2022-11-16T00:00:00.000Z
Poriah Hospital               ,78.2,74.9,2022-11-16T00:00:00.000Z
Kaplan Hospital               ,,,2022-11-16T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-16T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-16T00:00:00.000Z
Rambam                        ,102,90.3,2022-11-16T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-11-16T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-16T00:00:00.000Z
Assaf Harofeh Medical Center  ,82.6,71.8,2022-11-16T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-16T00:00:00.000Z
