period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,168,347,18.22,37.64
3_Month,5-11,470,1036,15.92,35.09
6_Month,5-11,3148,10778,9.31,31.86
1_Year,5-11,5180,51610,1.05,10.45
All,5-11,5180,53370,0.71,7.37
1_Month,12-15,299,143,32.15,15.38
3_Month,12-15,668,420,25.89,16.28
6_Month,12-15,2402,2736,13.93,15.86
1_Year,12-15,9301,17695,3.9,7.41
All,12-15,9363,19030,2.69,5.47
1_Month,16-19,740,87,46.02,5.41
3_Month,16-19,1203,192,38.23,6.1
6_Month,16-19,4502,1274,22.81,6.46
1_Year,16-19,15632,10065,7.84,5.05
All,16-19,15844,11337,5.1,3.65
1_Month,20-29,1846,162,44.43,3.9
3_Month,20-29,3053,353,36.64,4.24
6_Month,20-29,13210,3125,21.82,5.16
1_Year,20-29,39523,19325,9.05,4.43
All,20-29,40013,21905,6.07,3.32
1_Month,30-39,1755,200,39.44,4.49
3_Month,30-39,3157,461,32.17,4.7
6_Month,30-39,14729,3980,19.8,5.35
1_Year,30-39,38565,18381,7.99,3.81
All,30-39,39007,20238,5.84,3.03
1_Month,40-49,2167,176,42.26,3.43
3_Month,40-49,3771,426,33.79,3.82
6_Month,40-49,14665,3111,19.25,4.08
1_Year,40-49,35474,13749,7.84,3.04
All,40-49,35868,14922,5.93,2.47
1_Month,50-59,1779,176,34.02,3.37
3_Month,50-59,3079,344,26.24,2.93
6_Month,50-59,10800,1951,14.71,2.66
1_Year,50-59,23669,7646,7.24,2.34
All,50-59,23910,8203,5.58,1.92
1_Month,60-69,1397,104,24.42,1.82
3_Month,60-69,2593,189,18.66,1.36
6_Month,60-69,8432,1097,10.4,1.35
1_Year,60-69,15728,4087,6.07,1.58
All,60-69,15893,4313,4.9,1.33
1_Month,70-79,943,55,16.69,0.97
3_Month,70-79,1894,101,12.86,0.69
6_Month,70-79,5573,488,7.44,0.65
1_Year,70-79,8524,1337,4.86,0.76
All,70-79,8617,1431,4.13,0.69
1_Month,80+,664,63,17.38,1.65
3_Month,80+,1213,112,13.77,1.27
6_Month,80+,3747,377,8.99,0.9
1_Year,80+,5493,843,6.13,0.94
All,80+,5573,913,4.97,0.81
