period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,712,17260,0.37,9
6_Month,5-11,1252,36267,0.25,7.27
1_Year,5-11,1252,36826,0.23,6.69
All,5-11,1252,36912,0.2,5.78
3_Month,5-11,1252,35237,0.31,8.61
All,12-15,6142,14647,2.02,4.81
1_Year,12-15,6142,14523,2.52,5.96
6_Month,12-15,6116,14043,2.76,6.33
3_Month,12-15,6050,13447,3.09,6.86
1_Month,12-15,2603,4605,3.25,5.74
1_Year,16-19,10019,9130,5.3,4.83
6_Month,16-19,9901,8780,5.66,5.02
3_Month,16-19,9778,8172,6.24,5.21
1_Month,16-19,3545,1838,5.74,2.98
All,16-19,10028,9377,3.75,3.5
All,20-29,22549,17207,4.25,3.24
3_Month,20-29,21954,14791,7.12,4.8
1_Month,20-29,8000,3499,6.85,3
1_Year,20-29,22537,16847,5.83,4.36
6_Month,20-29,22310,16131,6.38,4.62
6_Month,30-39,19765,13825,5.32,3.72
1_Year,30-39,19972,14325,4.9,3.51
1_Month,30-39,8207,3911,5.66,2.7
3_Month,30-39,19471,12812,5.92,3.9
All,30-39,19978,14549,3.89,2.83
3_Month,40-49,17107,9443,5.71,3.15
6_Month,40-49,17346,10044,5.26,3.05
1_Year,40-49,17519,10343,4.87,2.87
All,40-49,17531,10516,3.88,2.33
1_Month,40-49,6865,2801,5.14,2.1
1_Month,50-59,4203,1467,4.9,1.71
3_Month,50-59,10303,4989,5.36,2.59
6_Month,50-59,10429,5233,5.06,2.54
1_Year,50-59,10542,5362,4.67,2.37
All,50-59,10552,5493,3.59,1.87
1_Month,60-69,2160,755,3.96,1.38
3_Month,60-69,5642,2610,4.48,2.07
6_Month,60-69,5701,2684,4.27,2.01
1_Year,60-69,5783,2743,3.94,1.87
All,60-69,5790,2805,3.04,1.47
All,70-79,2309,808,2.37,0.83
1_Month,70-79,802,243,2.92,0.88
6_Month,70-79,2257,748,3.33,1.1
3_Month,70-79,2219,725,3.47,1.13
1_Year,70-79,2302,772,3.06,1.03
All,80-89,1018,353,2.42,0.84
1_Year,80-89,1008,325,3.31,1.07
3_Month,80-89,967,310,3.87,1.24
1_Month,80-89,344,106,3.06,0.94
6_Month,80-89,983,318,3.66,1.18
All,90+,370,94,3.09,0.78
1_Year,90+,367,83,4.51,1.02
6_Month,90+,352,80,4.93,1.12
3_Month,90+,345,78,5.2,1.18
1_Month,90+,118,28,3.94,0.94
