instituteDesc,occupancy,gOccupancy,occupancyDate
YOSEPHTAL HOSPITAL            ,50,46.2,2022-05-26T00:00:00.000Z
Rabin K. HaSharon             ,56.1,60.6,2022-05-26T00:00:00.000Z
SOROKA MEDICAL CENTER         ,68.2,78.9,2022-05-26T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,71.7,71.4,2022-05-26T00:00:00.000Z
HACARMEL HOSPITAL             ,72.6,79.6,2022-05-26T00:00:00.000Z
Hadassah Mount Scopus         ,77.8,79.5,2022-05-26T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,80.2,78,2022-05-26T00:00:00.000Z
MEIR HOSPITAL                 ,80,85.6,2022-05-26T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,85.1,87.1,2022-05-26T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,88.4,73.8,2022-05-26T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,90.3,72.8,2022-05-26T00:00:00.000Z
PORIAH HOSPITAL               ,91,76.6,2022-05-26T00:00:00.000Z
TEL AVIV MEDICAL CENTER       ,94,114,2022-05-26T00:00:00.000Z
      ZIV HOSPITAL            ,95.3,78.1,2022-05-26T00:00:00.000Z
Laniado                       ,96.2,90.3,2022-05-26T00:00:00.000Z
KAPLAN HOSPITAL               ,98.7,86.7,2022-05-26T00:00:00.000Z
Rabin K. Beilinson            ,102.2,95.5,2022-05-26T00:00:00.000Z
CHAIM SHEBA MEDICAL CENTER    ,105.9,105.4,2022-05-26T00:00:00.000Z
NAHARIYA                      ,106.8,91.8,2022-05-26T00:00:00.000Z
Rambam                        ,106.6,91.3,2022-05-26T00:00:00.000Z
Hadassah Ein Kerem            ,108.7,97.5,2022-05-26T00:00:00.000Z
Shaare Zedek                  ,108.7,100.1,2022-05-26T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,111.6,90.1,2022-05-26T00:00:00.000Z
Assuta Ashdod                 ,127.1,100.7,2022-05-26T00:00:00.000Z
