instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,55.3,63.5,2022-09-22T00:00:00.000Z
Hacarmel Hospital             ,70.8,81.8,2022-09-22T00:00:00.000Z
Poriah Hospital               ,73.1,78.6,2022-09-22T00:00:00.000Z
Barzilai Medical Center       ,75.5,82.5,2022-09-22T00:00:00.000Z
Laniado                       ,78.2,100.8,2022-09-22T00:00:00.000Z
Soroka Medical Center         ,78.3,87,2022-09-22T00:00:00.000Z
Hillel Yaffeh Medical Center  ,82.9,81.4,2022-09-22T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,83.7,2022-09-22T00:00:00.000Z
Chaim Sheba Medical Center    ,92.1,107.2,2022-09-22T00:00:00.000Z
Yosephtal Hospital            ,93.8,53.8,2022-09-22T00:00:00.000Z
Rambam                        ,93.9,90.7,2022-09-22T00:00:00.000Z
      Ziv Hospital            ,96.9,77.2,2022-09-22T00:00:00.000Z
Shmuel Harofe                 ,100,81.5,2022-09-22T00:00:00.000Z
Hadassah Ein Kerem            ,104.9,106,2022-09-22T00:00:00.000Z
Nahariya                      ,111.1,98.8,2022-09-22T00:00:00.000Z
Assuta Ashdod                 ,120.3,114.7,2022-09-22T00:00:00.000Z
Rabin K. Beilinson            ,125.6,99.4,2022-09-22T00:00:00.000Z
