age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,12,123,257,191.5,54.4,27.3,0,0,0,0,0,0
12-15,11,218,99,160.9,66.7,35.9,0,0,0,0,0,0
16-19,10,244,44,227.8,55.5,32.7,0,0,0,0,0,0
20-29,23,645,93,176.9,57.8,54.9,0,1,2,0,0.1,1.2
30-39,33,745,105,251.9,70.7,84.4,0,1,0,0,0.1,0
40-49,22,844,98,136,85.6,101.4,0,1,0,0,0.1,0
50-59,50,855,85,226.2,108.3,157.1,0,5,3,0,0.6,5.5
60-69,79,1244,80,286.5,189.3,143.5,0,10,3,0,1.5,5.4
70-79,96,1433,69,440,296.9,491.3,1,17,2,4.6,3.5,14.2
80+,43,893,57,432.7,353.4,364.6,1,30,9,10.1,11.9,57.6
