age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,49,88,197.2,22,9.3,0,0,0,0,0,0
12-15,6,69,30,113.2,21.4,10.7,0,0,0,0,0,0
16-19,11,210,33,317.1,48,24.1,1,0,0,28.8,0,0
20-29,16,511,42,166.5,45.6,25.2,0,0,1,0,0,0.6
30-39,17,385,63,156.5,36.4,50.9,0,0,0,0,0,0
40-49,19,467,37,135.3,47.2,39.1,0,2,0,0,0.2,0
50-59,27,499,43,141.9,62.7,83.2,0,2,2,0,0.3,3.9
60-69,74,890,62,241.6,135.9,112.9,1,10,3,3.3,1.5,5.5
70-79,121,1089,57,315.5,231.4,599,1,20,5,2.6,4.2,52.5
80+,73,783,70,364.7,321.1,487.6,4,20,7,20,8.2,48.8
