instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-10-31T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-10-31T00:00:00.000Z
,,,2022-10-31T00:00:00.000Z
Assuta Ashdod                 ,,,2022-10-31T00:00:00.000Z
Hacarmel Hospital             ,86.8,89.4,2022-10-31T00:00:00.000Z
Haemek Valley Center Hospital ,93.5,72.1,2022-10-31T00:00:00.000Z
Bnei Ziom Medical Center      ,98.3,100.2,2022-10-31T00:00:00.000Z
Barzilai Medical Center       ,,,2022-10-31T00:00:00.000Z
,,,2022-10-31T00:00:00.000Z
Yosephtal Hospital            ,68.8,38.5,2022-10-31T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,79.2,2022-10-31T00:00:00.000Z
Soroka Medical Center         ,80.2,81.6,2022-10-31T00:00:00.000Z
Assaf Harofeh Medical Center  ,84.6,75.4,2022-10-31T00:00:00.000Z
      Ziv Hospital            ,85.9,74.4,2022-10-31T00:00:00.000Z
Meir Hospital                 ,85.5,85.7,2022-10-31T00:00:00.000Z
Woolfson Medical Center       ,91,83.9,2022-10-31T00:00:00.000Z
Poriah Hospital               ,92.3,82,2022-10-31T00:00:00.000Z
Laniado                       ,100,110.6,2022-10-31T00:00:00.000Z
Hillel Yaffeh Medical Center  ,102.1,92.2,2022-10-31T00:00:00.000Z
Hadassah Ein Kerem            ,107.8,96.6,2022-10-31T00:00:00.000Z
The Holy Family               ,,,2022-10-31T00:00:00.000Z
,,,2022-10-31T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-10-31T00:00:00.000Z
Chaim Sheba Medical Center    ,98.7,110.2,2022-10-31T00:00:00.000Z
Shmuel Harofe                 ,100,81.5,2022-10-31T00:00:00.000Z
Rambam                        ,110.6,93.4,2022-10-31T00:00:00.000Z
Nahariya                      ,112.6,93,2022-10-31T00:00:00.000Z
,,,2022-10-31T00:00:00.000Z
Kaplan Hospital               ,118,94.7,2022-10-31T00:00:00.000Z
Rabin K. Beilinson            ,122.5,104.6,2022-10-31T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-10-31T00:00:00.000Z
Shaare Zedek                  ,,,2022-10-31T00:00:00.000Z
