instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-24T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-24T00:00:00.000Z
,,,2022-11-24T00:00:00.000Z
Assuta Ashdod                 ,,,2022-11-24T00:00:00.000Z
Poriah Hospital               ,69.2,74.9,2022-11-24T00:00:00.000Z
Barzilai Medical Center       ,82.3,79.3,2022-11-24T00:00:00.000Z
Laniado                       ,82.1,89.8,2022-11-24T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,85.4,2022-11-24T00:00:00.000Z
Bnei Ziom Medical Center      ,91.7,88.9,2022-11-24T00:00:00.000Z
,,,2022-11-24T00:00:00.000Z
Hillel Yaffeh Medical Center  ,97.9,87.6,2022-11-24T00:00:00.000Z
Nahariya                      ,98.9,88.5,2022-11-24T00:00:00.000Z
Hadassah Ein Kerem            ,126.2,101.6,2022-11-24T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-24T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-24T00:00:00.000Z
The Holy Family               ,,,2022-11-24T00:00:00.000Z
,,,2022-11-24T00:00:00.000Z
Woolfson Medical Center       ,70.1,74.7,2022-11-24T00:00:00.000Z
      Ziv Hospital            ,87.5,83.3,2022-11-24T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-24T00:00:00.000Z
Meir Hospital                 ,,,2022-11-24T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-24T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-24T00:00:00.000Z
,,,2022-11-24T00:00:00.000Z
Kaplan Hospital               ,,,2022-11-24T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-24T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-24T00:00:00.000Z
Assaf Harofeh Medical Center  ,87.6,71.7,2022-11-24T00:00:00.000Z
Rambam                        ,94.9,90.4,2022-11-24T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-11-24T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-24T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-24T00:00:00.000Z
