period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,166,360,17.2,37.31
3_Month,5-11,448,1031,15.1,34.75
6_Month,5-11,3151,10898,9.1,31.46
1_Year,5-11,5136,51543,1.04,10.41
All,5-11,5136,53285,0.71,7.36
1_Month,12-15,274,132,31.39,15.12
3_Month,12-15,606,396,24.62,16.09
6_Month,12-15,2349,2759,13.3,15.62
1_Year,12-15,9216,17657,3.86,7.4
All,12-15,9275,18986,2.67,5.47
1_Month,16-19,576,80,42.76,5.94
3_Month,16-19,987,178,34.94,6.3
6_Month,16-19,4296,1262,21.76,6.39
1_Year,16-19,15369,10040,7.72,5.04
All,16-19,15579,11308,5.03,3.65
1_Month,20-29,1501,141,42.59,4
3_Month,20-29,2639,338,34,4.35
6_Month,20-29,12775,3118,20.97,5.12
1_Year,20-29,38933,19284,8.94,4.43
All,20-29,39418,21854,5.99,3.32
1_Month,30-39,1420,166,37.73,4.41
3_Month,30-39,2779,424,30.18,4.61
6_Month,30-39,14313,3971,19.08,5.29
1_Year,30-39,37987,18315,7.89,3.8
All,30-39,38426,20167,5.76,3.02
1_Month,40-49,1751,155,40.16,3.56
3_Month,40-49,3274,412,31.21,3.93
6_Month,40-49,14105,3113,18.35,4.05
1_Year,40-49,34760,13704,7.71,3.04
All,40-49,35149,14873,5.83,2.47
1_Month,50-59,1443,157,32,3.48
3_Month,50-59,2639,322,23.86,2.91
6_Month,50-59,10344,1923,13.97,2.6
1_Year,50-59,23091,7599,7.1,2.34
All,50-59,23330,8153,5.47,1.91
1_Month,60-69,1144,76,22.46,1.49
3_Month,60-69,2280,172,17.13,1.29
6_Month,60-69,8077,1072,9.88,1.31
1_Year,60-69,15276,4047,5.93,1.57
All,60-69,15439,4273,4.79,1.33
1_Month,70-79,805,49,15.69,0.95
3_Month,70-79,1682,104,11.84,0.73
6_Month,70-79,5323,486,7.06,0.64
1_Year,70-79,8215,1328,4.73,0.76
All,70-79,8308,1421,4.01,0.69
1_Month,80+,535,46,16.11,1.39
3_Month,80+,1083,91,13.07,1.1
6_Month,80+,3556,353,8.57,0.85
1_Year,80+,5271,818,5.96,0.92
All,80+,5351,887,4.82,0.8
