age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,97,235,847,157.7,122.5,90.8,0,0,0,0,0,0
12-15,30,291,195,51.2,101.1,72.6,0,0,0,0,0,0
16-19,28,700,161,46.5,180.2,121.9,0,0,0,0,0,0
20-29,131,2448,576,91.8,248.5,332.7,0,3,2,0,0.3,1.2
30-39,152,2763,633,98.4,302.3,503.1,1,3,1,0.6,0.3,0.8
40-49,215,2830,499,146.8,331.2,503.9,0,5,0,0,0.6,0
50-59,301,2947,363,243.9,429.8,627.1,1,12,6,0.8,1.8,10.4
60-69,627,6270,510,720.8,1050.5,894.7,5,31,14,5.7,5.2,24.6
70-79,736,6456,400,1241.3,1468.9,1999.9,8,52,15,13.5,11.8,75
80+,691,4988,501,2322.8,2151.6,2983.4,19,97,32,63.9,41.8,190.6
