age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,125,0,1076,37,0,422.9,0,0,1,0,0,0.4
16-19,122,193,490,36.3,195.5,389.2,0,0,0,0,0,0
20-29,286,525,833,36.4,211.7,374,1,2,10,0.1,0.8,4.5
30-39,383,620,889,49.3,279.4,552.9,0,0,21,0,0,13.1
40-49,322,400,627,40.5,253.2,505.8,2,2,44,0.3,1.3,35.5
50-59,170,201,359,25.3,204.5,422.1,7,8,60,1,8.1,70.6
60-69,145,131,247,23.3,246,407.8,18,4,51,2.9,7.5,84.2
70-79,105,65,167,23.2,226.4,407.9,17,7,41,3.8,24.4,100.2
80-89,91,39,103,46.1,219.9,513.7,10,4,17,5.1,22.5,84.8
90+,27,7,25,64.5,95.4,323,2,1,5,4.8,13.6,64.6
