period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,316,1368,5.08,21.99
3_Month,5-11,833,5103,2.09,12.79
6_Month,5-11,2225,41649,0.48,9.05
1_Year,5-11,2225,43224,0.38,7.3
All,5-11,2225,43455,0.32,6.26
1_Month,12-15,296,415,6.99,9.8
3_Month,12-15,883,1452,4.18,6.88
6_Month,12-15,7106,15215,3.18,6.81
1_Year,12-15,7171,16292,2.71,6.15
All,12-15,7171,16548,2.15,4.97
1_Month,16-19,387,140,11.63,4.21
3_Month,16-19,1306,617,6.97,3.29
6_Month,16-19,11404,8875,6.28,4.89
1_Year,16-19,11596,9877,5.52,4.7
All,16-19,11607,10158,3.96,3.47
1_Month,20-29,1105,334,10.81,3.27
3_Month,20-29,4212,1450,7.12,2.45
6_Month,20-29,27099,16398,7.09,4.29
1_Year,20-29,27557,18548,6.11,4.11
All,20-29,27588,19004,4.55,3.14
1_Month,30-39,1128,419,8.91,3.31
3_Month,30-39,4319,1666,6.14,2.37
6_Month,30-39,24628,14665,5.93,3.53
1_Year,30-39,25027,16228,5.14,3.33
All,30-39,25080,16549,4.17,2.75
1_Month,40-49,1206,307,8.9,2.27
3_Month,40-49,3886,1232,5.68,1.8
6_Month,40-49,21679,10832,5.64,2.82
1_Year,40-49,22012,11779,5.02,2.68
All,40-49,22073,12015,4.11,2.24
1_Month,50-59,892,181,6.79,1.38
3_Month,50-59,2711,740,4.72,1.29
6_Month,50-59,13517,5832,5.17,2.23
1_Year,50-59,13696,6222,4.7,2.13
All,50-59,13743,6386,3.78,1.76
1_Month,60-69,635,108,4.52,0.77
3_Month,60-69,1833,387,3.46,0.73
6_Month,60-69,7746,3060,4.13,1.63
1_Year,60-69,7864,3202,3.81,1.55
All,60-69,7897,3287,3.13,1.3
1_Month,70-79,409,39,3.17,0.3
3_Month,70-79,941,136,2.36,0.34
6_Month,70-79,3251,879,2.98,0.81
1_Year,70-79,3321,922,2.79,0.77
All,70-79,3341,971,2.35,0.68
1_Month,80+,177,25,3.21,0.45
3_Month,80+,491,81,2.77,0.46
6_Month,80+,1877,482,3.63,0.93
1_Year,80+,1921,505,3.33,0.87
All,80+,1951,550,2.63,0.74
