period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,227,528,14.57,33.89
3_Month,5-11,1919,6427,9.93,33.24
6_Month,5-11,3364,13179,6.22,24.37
1_Year,5-11,4927,51356,0.95,9.94
All,5-11,4927,52835,0.68,7.31
1_Month,12-15,249,222,19.84,17.69
3_Month,12-15,1212,1431,15.17,17.91
6_Month,12-15,2392,3297,8.97,12.36
1_Year,12-15,8890,17629,3.66,7.26
All,12-15,8936,18821,2.58,5.44
1_Month,16-19,227,63,25.74,7.14
3_Month,16-19,2380,718,23,6.94
6_Month,16-19,4106,1462,15.79,5.62
1_Year,16-19,14658,10060,7.31,5.02
All,16-19,14850,11205,4.82,3.64
1_Month,20-29,593,119,24.85,4.99
3_Month,20-29,7588,1934,22.19,5.66
6_Month,20-29,12627,3717,15.32,4.51
1_Year,20-29,37051,19375,8.46,4.42
All,20-29,37489,21659,5.74,3.31
1_Month,30-39,805,160,24.64,4.9
3_Month,30-39,8960,2492,20.92,5.82
6_Month,30-39,14577,4656,13.76,4.4
1_Year,30-39,36185,18318,7.48,3.78
All,30-39,36576,19920,5.53,3.01
1_Month,40-49,888,165,24.05,4.47
3_Month,40-49,8203,1934,19.4,4.57
6_Month,40-49,13659,3572,12.96,3.39
1_Year,40-49,32542,13632,7.22,3.03
All,40-49,32889,14649,5.51,2.45
1_Month,50-59,655,97,17.37,2.57
3_Month,50-59,5977,1153,14.65,2.83
6_Month,50-59,9695,2114,10.01,2.18
1_Year,50-59,21208,7454,6.6,2.32
All,50-59,21424,7946,5.1,1.89
1_Month,60-69,553,56,12.14,1.23
3_Month,60-69,4679,694,10.24,1.52
6_Month,60-69,7343,1181,7.18,1.15
1_Year,60-69,13644,3965,5.43,1.58
All,60-69,13797,4169,4.39,1.33
1_Month,70-79,445,29,8.99,0.59
3_Month,70-79,3059,311,7.3,0.74
6_Month,70-79,4598,496,5.22,0.56
1_Year,70-79,7045,1265,4.24,0.76
All,70-79,7127,1354,3.59,0.68
1_Month,80+,277,24,10.65,0.92
3_Month,80+,2217,229,8.99,0.93
6_Month,80+,3083,343,6.68,0.74
1_Year,80+,4519,761,5.4,0.91
All,80+,4597,824,4.35,0.78
