instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,50,44.6,2022-09-29T00:00:00.000Z
Rabin K. Hasharon             ,66.7,68,2022-09-29T00:00:00.000Z
Woolfson Medical Center       ,71.7,73.2,2022-09-29T00:00:00.000Z
Meir Hospital                 ,75.5,79.9,2022-09-29T00:00:00.000Z
Hacarmel Hospital             ,82.1,78.3,2022-09-29T00:00:00.000Z
Soroka Medical Center         ,83.3,83.9,2022-09-29T00:00:00.000Z
Bnei Ziom Medical Center      ,89.3,85.2,2022-09-29T00:00:00.000Z
Barzilai Medical Center       ,90.1,82.1,2022-09-29T00:00:00.000Z
Hillel Yaffeh Medical Center  ,92.5,78.8,2022-09-29T00:00:00.000Z
Poriah Hospital               ,92.3,73.5,2022-09-29T00:00:00.000Z
Assaf Harofeh Medical Center  ,93.8,72.1,2022-09-29T00:00:00.000Z
Hadassah Mount Scopus         ,97.2,79.9,2022-09-29T00:00:00.000Z
Haemek Valley Center Hospital ,97.4,75.4,2022-09-29T00:00:00.000Z
Laniado                       ,98.7,97.5,2022-09-29T00:00:00.000Z
Shmuel Harofe                 ,100,79.8,2022-09-29T00:00:00.000Z
Chaim Sheba Medical Center    ,103.3,104.7,2022-09-29T00:00:00.000Z
Rambam                        ,105.6,92,2022-09-29T00:00:00.000Z
      Ziv Hospital            ,109.4,83.3,2022-09-29T00:00:00.000Z
Nahariya                      ,113.7,93.2,2022-09-29T00:00:00.000Z
Kaplan Hospital               ,113.3,98.8,2022-09-29T00:00:00.000Z
Hadassah Ein Kerem            ,119.4,92.9,2022-09-29T00:00:00.000Z
Assuta Ashdod                 ,120.3,107.2,2022-09-29T00:00:00.000Z
Rabin K. Beilinson            ,134.4,100.8,2022-09-29T00:00:00.000Z
