age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,9,57,127,148,25.3,13.5,0,0,0,0,0,0
12-15,9,99,45,138.5,30.3,16.3,0,0,0,0,0,0
16-19,11,215,37,264.6,48.9,27.4,0,0,0,0,0,0
20-29,17,467,58,139.1,41.8,34.3,0,1,2,0,0.1,1.2
30-39,22,419,69,181.5,39.7,55.4,0,0,0,0,0,0
40-49,20,475,63,135,48.1,65.4,0,1,0,0,0.1,0
50-59,22,489,33,112.2,61.7,61.4,0,1,3,0,0.1,5.6
60-69,71,1012,61,283.9,153.4,109.5,0,9,2,0,1.4,3.6
70-79,77,1197,62,390.6,246.6,461.9,2,19,5,10.1,3.9,37.2
80+,41,772,55,452.2,304.4,354,1,24,4,11,9.5,25.7
