period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1079,4299,7.45,29.67
3_Month,5-11,1504,6817,4.62,20.93
6_Month,5-11,3099,44736,0.67,9.64
1_Year,5-11,3110,46602,0.52,7.73
All,5-11,3110,46865,0.44,6.65
1_Month,12-15,853,1195,10.07,14.1
3_Month,12-15,1225,1847,7,10.56
6_Month,12-15,7656,15950,3.4,7.08
1_Year,12-15,7818,17146,2.9,6.35
All,12-15,7818,17459,2.31,5.15
1_Month,16-19,1250,474,16,6.07
3_Month,16-19,1784,747,11.93,5
6_Month,16-19,12262,9137,6.63,4.94
1_Year,16-19,12563,10249,5.83,4.75
All,16-19,12579,10532,4.22,3.53
1_Month,20-29,3544,1092,15.82,4.88
3_Month,20-29,5205,1801,11.42,3.95
6_Month,20-29,29570,17065,7.53,4.34
1_Year,20-29,30293,19403,6.49,4.16
All,20-29,30330,19864,4.88,3.2
1_Month,30-39,3880,1365,14.02,4.93
3_Month,30-39,5849,2186,9.71,3.63
6_Month,30-39,27478,15582,6.39,3.62
1_Year,30-39,28088,17289,5.55,3.42
All,30-39,28146,17615,4.53,2.84
1_Month,40-49,3999,1029,13.8,3.55
3_Month,40-49,5715,1675,9.42,2.76
6_Month,40-49,24602,11535,6.15,2.88
1_Year,40-49,25111,12590,5.48,2.75
All,40-49,25183,12831,4.52,2.3
1_Month,50-59,2668,624,9.85,2.3
3_Month,50-59,3910,979,7.18,1.8
6_Month,50-59,15421,6267,5.56,2.26
1_Year,50-59,15703,6703,5.07,2.16
All,50-59,15755,6869,4.13,1.8
1_Month,60-69,1935,309,6.73,1.08
3_Month,60-69,2825,511,5.05,0.91
6_Month,60-69,9150,3273,4.46,1.6
1_Year,60-69,9339,3433,4.14,1.52
All,60-69,9376,3524,3.45,1.3
1_Month,70-79,1186,118,4.65,0.46
3_Month,70-79,1646,199,3.55,0.43
6_Month,70-79,4102,965,3.28,0.77
1_Year,70-79,4198,1011,3.09,0.74
All,70-79,4218,1062,2.65,0.67
1_Month,80+,661,71,5.54,0.59
3_Month,80+,944,120,4.33,0.55
6_Month,80+,2400,534,4.03,0.9
1_Year,80+,2453,557,3.72,0.84
All,80+,2484,602,3.02,0.73
