age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1088,283,3001,467.7,642.9,323.2,0,0,0,0,0,0
12-15,674,760,698,336.4,487.6,263.5,0,0,0,0,0,0
16-19,342,2103,387,196.8,754.6,296.9,0,0,0,0,0,0
20-29,454,6437,1004,131.4,821.6,571.6,0,1,1,0,0.1,0.6
30-39,788,7566,1225,219.3,1065,962.2,0,1,1,0,0.1,0.8
40-49,943,7607,897,275.4,1153.8,892.3,0,3,1,0,0.5,1
50-59,1391,6743,649,522.3,1244.8,1080.4,1,7,3,0.4,1.3,5
60-69,5915,5397,593,1619.2,1697.1,1020,19,16,11,5.2,5,18.9
70-79,7637,2976,436,2301.7,1820.9,1828.9,41,27,11,12.4,16.5,46.1
80+,4400,1299,397,2462.7,1578.9,2259.3,65,50,18,36.4,60.8,102.4
