age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1198,304,3292,515,690.6,354.5,0,0,0,0,0,0
12-15,730,837,751,364.4,537,283.5,0,0,0,0,0,0
16-19,357,2258,409,205.4,810.2,313.8,0,0,0,0,0,0
20-29,483,6869,1065,139.8,876.7,606.3,0,1,1,0,0.1,0.6
30-39,833,8075,1301,231.8,1136.7,1021.9,0,1,1,0,0.1,0.8
40-49,1004,8157,955,293.2,1237.2,950,0,3,1,0,0.5,1
50-59,1490,7265,700,559.5,1341.2,1165.4,1,7,3,0.4,1.3,5
60-69,6267,5682,629,1715.6,1786.7,1082.1,19,16,11,5.2,5,18.9
70-79,8027,3137,459,2419.3,1919.3,1926.3,42,28,11,12.7,17.1,46.2
80+,4645,1380,429,2599.8,1677.3,2441.9,67,50,20,37.5,60.8,113.8
