period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1117,4440,7.47,29.69
3_Month,5-11,1542,6958,4.67,21.06
6_Month,5-11,3137,44877,0.68,9.66
1_Year,5-11,3148,46743,0.52,7.75
All,5-11,3148,47006,0.45,6.66
1_Month,12-15,884,1228,10.19,14.15
3_Month,12-15,1256,1880,7.1,10.62
6_Month,12-15,7687,15983,3.41,7.09
1_Year,12-15,7849,17179,2.91,6.36
All,12-15,7849,17492,2.32,5.16
1_Month,16-19,1284,490,16.02,6.11
3_Month,16-19,1818,763,12,5.04
6_Month,16-19,12296,9153,6.64,4.94
1_Year,16-19,12597,10265,5.84,4.76
All,16-19,12613,10548,4.22,3.53
1_Month,20-29,3631,1125,15.83,4.9
3_Month,20-29,5292,1834,11.47,3.98
6_Month,20-29,29657,17098,7.54,4.35
1_Year,20-29,30380,19436,6.51,4.16
All,20-29,30417,19897,4.89,3.2
1_Month,30-39,3992,1411,14.09,4.98
3_Month,30-39,5961,2232,9.79,3.67
6_Month,30-39,27589,15629,6.41,3.63
1_Year,30-39,28199,17336,5.57,3.42
All,30-39,28257,17662,4.54,2.84
1_Month,40-49,4114,1060,13.87,3.57
3_Month,40-49,5830,1706,9.5,2.78
6_Month,40-49,24717,11566,6.17,2.89
1_Year,40-49,25226,12621,5.49,2.75
All,40-49,25298,12862,4.53,2.31
1_Month,50-59,2735,648,9.85,2.33
3_Month,50-59,3977,1003,7.21,1.82
6_Month,50-59,15488,6291,5.57,2.26
1_Year,50-59,15770,6727,5.08,2.17
All,50-59,15822,6893,4.14,1.8
1_Month,60-69,1999,322,6.79,1.09
3_Month,60-69,2889,524,5.1,0.92
6_Month,60-69,9213,3287,4.48,1.6
1_Year,60-69,9402,3447,4.16,1.53
All,60-69,9439,3538,3.46,1.3
1_Month,70-79,1217,121,4.67,0.46
3_Month,70-79,1677,202,3.57,0.43
6_Month,70-79,4132,969,3.29,0.77
1_Year,70-79,4228,1015,3.1,0.74
All,70-79,4248,1066,2.66,0.67
1_Month,80+,677,75,5.51,0.61
3_Month,80+,960,124,4.33,0.56
6_Month,80+,2416,538,4.03,0.9
1_Year,80+,2469,561,3.72,0.85
All,80+,2500,606,3.02,0.73
