age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1,0,2036,62.3,0,187.7,0,0,0,0,0,0
12-15,233,0,364,65.5,0,145,0,0,0,0,0,0
16-19,111,37,149,29.7,46.4,125.6,0,0,1,0,0,0.8
20-29,395,147,259,45.5,67.6,131.2,0,1,2,0,0.5,1
30-39,476,210,266,57,107,183,0,0,5,0,0,3.4
40-49,436,139,196,52,99.6,174.3,0,3,15,0,2.2,13.3
50-59,269,40,111,38.5,45.3,148.6,2,1,14,0.3,1.1,18.7
60-69,151,28,76,23.7,57.2,136.3,3,3,12,0.5,6.1,21.5
70-79,78,12,32,16.8,45.3,98.6,1,3,7,0.2,11.3,21.6
80-89,29,4,21,14.3,23.7,124,3,0,4,1.5,0,23.6
90+,4,2,3,9.2,27.3,48.6,0,0,0,0,0,0
