age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2706,0,3452,928.7,,376.7,0,0,2,0,,0.2
12-15,1659,694,769,547,1021.1,309.8,1,0,0,0.3,0,0
16-19,2645,325,339,671.9,476.9,290.2,1,0,0,0.3,0,0
20-29,9203,683,965,958.1,439.5,538.3,1,0,1,0.1,0,0.6
30-39,8633,749,1076,937.5,563.2,808.2,5,1,2,0.5,0.8,1.5
40-49,8621,521,768,962.2,534.3,747.9,4,1,6,0.4,1,5.8
50-59,7077,316,654,963,474.2,1016.6,11,1,16,1.5,1.5,24.9
60-69,6406,220,599,982.5,575.9,1139.9,32,6,14,4.9,15.7,26.6
70-79,4444,120,407,922.7,547.1,1974.2,44,1,19,9.1,4.6,92.2
80-89,1728,74,230,818.9,508.7,2107,40,3,16,19,20.6,146.6
90+,449,24,71,930.3,344.7,3528.8,11,5,12,22.8,71.8,596.4
