period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,307,2537,1.1,9.05
3_Month,5-11,1576,37718,0.37,8.77
6_Month,5-11,1580,38212,0.34,8.26
1_Year,5-11,1580,39504,0.28,6.95
All,5-11,1580,39624,0.24,5.92
1_Month,12-15,466,705,3.34,5.06
3_Month,12-15,6484,14062,3.12,6.77
6_Month,12-15,6552,14321,3.03,6.63
1_Year,12-15,6629,15246,2.63,6.04
All,12-15,6629,15397,2.08,4.82
1_Month,16-19,718,302,5.3,2.23
3_Month,16-19,10474,8420,6.18,4.97
6_Month,16-19,10556,8607,6.05,4.94
1_Year,16-19,10775,9426,5.4,4.72
All,16-19,10784,9690,3.83,3.44
1_Month,20-29,2339,609,6.12,1.59
3_Month,20-29,24228,15285,7.03,4.44
6_Month,20-29,24430,15693,6.88,4.42
1_Year,20-29,24938,17423,5.98,4.18
All,20-29,24959,17839,4.37,3.13
1_Month,30-39,2035,633,5.12,1.59
3_Month,30-39,21423,13345,5.85,3.65
6_Month,30-39,21626,13698,5.72,3.62
1_Year,30-39,22042,14919,5,3.38
All,30-39,22072,15202,3.97,2.74
1_Month,40-49,1690,464,4.44,1.22
3_Month,40-49,18745,9839,5.58,2.93
6_Month,40-49,18914,10054,5.48,2.91
1_Year,40-49,19245,10789,4.89,2.74
All,40-49,19278,10994,3.92,2.24
1_Month,50-59,1164,302,4.09,1.06
3_Month,50-59,11453,5259,5.21,2.39
6_Month,50-59,11537,5353,5.14,2.38
1_Year,50-59,11726,5649,4.66,2.24
All,50-59,11759,5799,3.64,1.8
1_Month,60-69,654,150,3.14,0.72
3_Month,60-69,6261,2751,4.28,1.88
6_Month,60-69,6317,2787,4.24,1.87
1_Year,60-69,6433,2889,3.87,1.74
All,60-69,6455,2961,3.04,1.4
1_Month,70-79,223,31,1.73,0.24
3_Month,70-79,2436,759,3.18,0.99
6_Month,70-79,2461,767,3.15,0.98
1_Year,70-79,2528,804,2.89,0.92
All,70-79,2541,845,2.3,0.76
1_Month,80-89,103,18,2.33,0.41
3_Month,80-89,1069,328,3.64,1.12
6_Month,80-89,1072,335,3.58,1.12
1_Year,80-89,1111,343,3.22,0.99
All,80-89,1124,373,2.41,0.8
1_Month,90+,33,5,3.33,0.5
3_Month,90+,377,83,4.95,1.09
6_Month,90+,379,83,4.89,1.07
1_Year,90+,396,87,4.41,0.97
All,90+,403,98,3.1,0.75
