period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,377,2904,1.22,9.4
3_Month,5-11,1679,38061,0.39,8.85
6_Month,5-11,1703,39003,0.37,8.39
1_Year,5-11,1703,40359,0.3,7.01
All,5-11,1703,40488,0.25,5.98
1_Month,12-15,529,797,3.43,5.16
3_Month,12-15,6492,13985,3.15,6.79
6_Month,12-15,6682,14501,3.06,6.64
1_Year,12-15,6766,15462,2.64,6.04
All,12-15,6766,15619,2.09,4.83
1_Month,16-19,780,340,5.38,2.34
3_Month,16-19,10416,8251,6.16,4.88
6_Month,16-19,10714,8653,6.08,4.91
1_Year,16-19,10944,9503,5.4,4.69
All,16-19,10953,9769,3.84,3.43
1_Month,20-29,2719,703,6.25,1.62
3_Month,20-29,24374,15060,7.03,4.34
6_Month,20-29,25082,15791,6.91,4.35
1_Year,20-29,25613,17598,6,4.12
All,20-29,25634,18021,4.41,3.1
1_Month,30-39,2487,776,5.34,1.67
3_Month,30-39,21819,13318,5.87,3.58
6_Month,30-39,22362,13863,5.76,3.57
1_Year,30-39,22793,15164,5.03,3.35
All,30-39,22825,15457,4.02,2.72
1_Month,40-49,2094,550,4.7,1.23
3_Month,40-49,19005,9769,5.57,2.86
6_Month,40-49,19548,10161,5.5,2.86
1_Year,40-49,19895,10941,4.91,2.7
All,40-49,19930,11153,3.96,2.22
1_Month,50-59,1341,371,3.92,1.09
3_Month,50-59,11586,5258,5.14,2.33
6_Month,50-59,11900,5437,5.1,2.33
1_Year,50-59,12098,5747,4.63,2.2
All,50-59,12131,5899,3.65,1.77
1_Month,60-69,829,170,3.15,0.65
3_Month,60-69,6424,2739,4.23,1.8
6_Month,60-69,6583,2820,4.2,1.8
1_Year,60-69,6703,2930,3.84,1.68
All,60-69,6726,3002,3.05,1.36
1_Month,70-79,314,39,1.88,0.23
3_Month,70-79,2507,763,3.1,0.94
6_Month,70-79,2576,779,3.09,0.93
1_Year,70-79,2644,817,2.85,0.88
All,70-79,2658,859,2.29,0.74
1_Month,80-89,125,21,2.17,0.36
3_Month,80-89,1099,329,3.55,1.06
6_Month,80-89,1119,338,3.52,1.06
1_Year,80-89,1158,349,3.18,0.96
All,80-89,1171,379,2.41,0.78
1_Month,90+,40,4,3.3,0.33
3_Month,90+,375,82,4.74,1.04
6_Month,90+,389,83,4.79,1.02
1_Year,90+,406,87,4.33,0.93
All,90+,413,98,3.08,0.73
