period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,356,2829,1.17,9.31
3_Month,5-11,1650,38048,0.38,8.82
6_Month,5-11,1666,38771,0.36,8.35
1_Year,5-11,1666,40110,0.29,6.99
All,5-11,1666,40239,0.25,5.96
1_Month,12-15,515,766,3.39,5.04
3_Month,12-15,6515,14069,3.14,6.78
6_Month,12-15,6653,14449,3.05,6.63
1_Year,12-15,6733,15395,2.64,6.03
All,12-15,6733,15552,2.09,4.82
1_Month,16-19,769,329,5.32,2.28
3_Month,16-19,10502,8379,6.17,4.93
6_Month,16-19,10675,8642,6.07,4.91
1_Year,16-19,10900,9479,5.4,4.7
All,16-19,10909,9745,3.84,3.43
1_Month,20-29,2638,665,6.2,1.56
3_Month,20-29,24484,15229,7.03,4.37
6_Month,20-29,24920,15766,6.9,4.37
1_Year,20-29,25441,17537,6,4.13
All,20-29,25462,17960,4.4,3.11
1_Month,30-39,2353,742,5.22,1.65
3_Month,30-39,21768,13399,5.86,3.61
6_Month,30-39,22137,13823,5.74,3.59
1_Year,30-39,22563,15092,5.02,3.36
All,30-39,22595,15384,4,2.73
1_Month,40-49,1982,518,4.6,1.2
3_Month,40-49,19034,9855,5.58,2.89
6_Month,40-49,19368,10128,5.49,2.87
1_Year,40-49,19712,10889,4.9,2.71
All,40-49,19747,11101,3.95,2.22
1_Month,50-59,1290,355,3.92,1.08
3_Month,50-59,11596,5278,5.16,2.35
6_Month,50-59,11790,5406,5.11,2.34
1_Year,50-59,11983,5712,4.63,2.21
All,50-59,12016,5864,3.64,1.78
1_Month,60-69,786,159,3.15,0.64
3_Month,60-69,6391,2753,4.24,1.83
6_Month,60-69,6503,2803,4.21,1.81
1_Year,60-69,6619,2911,3.85,1.69
All,60-69,6642,2983,3.05,1.37
1_Month,70-79,280,34,1.8,0.22
3_Month,70-79,2486,761,3.12,0.96
6_Month,70-79,2530,772,3.1,0.95
1_Year,70-79,2598,810,2.85,0.89
All,70-79,2612,852,2.29,0.75
1_Month,80-89,116,22,2.18,0.41
3_Month,80-89,1091,331,3.58,1.09
6_Month,80-89,1100,337,3.53,1.08
1_Year,80-89,1139,348,3.19,0.97
All,80-89,1152,378,2.4,0.79
1_Month,90+,36,4,3.23,0.36
3_Month,90+,380,83,4.87,1.06
6_Month,90+,384,83,4.82,1.04
1_Year,90+,401,87,4.35,0.94
All,90+,408,98,3.08,0.74
