instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,60.5,65.1,2022-07-06T00:00:00.000Z
Hacarmel Hospital             ,64.2,81.2,2022-07-06T00:00:00.000Z
Laniado                       ,66.7,100.8,2022-07-06T00:00:00.000Z
Meir Hospital                 ,66.5,86.6,2022-07-06T00:00:00.000Z
Soroka Medical Center         ,73.3,85.3,2022-07-06T00:00:00.000Z
Bnei Ziom Medical Center      ,75.2,94.5,2022-07-06T00:00:00.000Z
Poriah Hospital               ,75.6,80.3,2022-07-06T00:00:00.000Z
Hadassah Mount Scopus         ,77.8,71.2,2022-07-06T00:00:00.000Z
Shmuel Harofe                 ,77.8,80.1,2022-07-06T00:00:00.000Z
Shaare Zedek                  ,79.3,106.9,2022-07-06T00:00:00.000Z
Barzilai Medical Center       ,80.2,84.4,2022-07-06T00:00:00.000Z
Haemek Valley Center Hospital ,80.6,77.7,2022-07-06T00:00:00.000Z
Woolfson Medical Center       ,81.1,82.4,2022-07-06T00:00:00.000Z
Kaplan Hospital               ,86,92.2,2022-07-06T00:00:00.000Z
Assuta Ashdod                 ,89.8,104.1,2022-07-06T00:00:00.000Z
Nahariya                      ,91.1,89.5,2022-07-06T00:00:00.000Z
Hadassah Ein Kerem            ,92.2,88.2,2022-07-06T00:00:00.000Z
Rambam                        ,92.4,98.1,2022-07-06T00:00:00.000Z
Hillel Yaffeh Medical Center  ,93.2,86.8,2022-07-06T00:00:00.000Z
Yosephtal Hospital            ,93.8,64.6,2022-07-06T00:00:00.000Z
      Ziv Hospital            ,104.7,83.6,2022-07-06T00:00:00.000Z
Assaf Harofeh Medical Center  ,106.2,76,2022-07-06T00:00:00.000Z
Chaim Sheba Medical Center    ,107.1,111.4,2022-07-06T00:00:00.000Z
Rabin K. Beilinson            ,116.3,108,2022-07-06T00:00:00.000Z
