date,amount,recovered,avg
2020-06-13T00:00:00.000Z,149,41,169
2020-06-14T00:00:00.000Z,136,49,179
2020-06-15T00:00:00.000Z,198,90,178
2020-06-16T00:00:00.000Z,300,53,181
2020-06-17T00:00:00.000Z,271,48,199
2020-06-18T00:00:00.000Z,302,54,204
2020-06-19T00:00:00.000Z,310,58,220
2020-06-20T00:00:00.000Z,160,36,238
2020-06-21T00:00:00.000Z,173,52,239
2020-06-22T00:00:00.000Z,345,60,244
2020-06-23T00:00:00.000Z,452,86,265
2020-06-24T00:00:00.000Z,487,72,287
2020-06-25T00:00:00.000Z,516,76,318
2020-06-26T00:00:00.000Z,464,130,349
2020-06-27T00:00:00.000Z,398,51,371
2020-06-28T00:00:00.000Z,385,143,405
2020-06-29T00:00:00.000Z,757,164,435
2020-06-30T00:00:00.000Z,786,133,494
2020-07-01T00:00:00.000Z,972,100,541
2020-07-02T00:00:00.000Z,1148,130,611
2020-07-03T00:00:00.000Z,939,118,701
2020-07-04T00:00:00.000Z,821,75,769
2020-07-05T00:00:00.000Z,831,149,829
2020-07-06T00:00:00.000Z,1134,198,893
2020-07-07T00:00:00.000Z,1390,176,947
2020-07-08T00:00:00.000Z,1327,234,1033
2020-07-09T00:00:00.000Z,1525,228,1084
2020-07-10T00:00:00.000Z,1409,214,1138
2020-07-11T00:00:00.000Z,1168,191,1205
2020-07-12T00:00:00.000Z,1239,343,1254
2020-07-13T00:00:00.000Z,1720,362,1313
2020-07-14T00:00:00.000Z,1603,315,1396
2020-07-15T00:00:00.000Z,1877,361,1427
2020-07-16T00:00:00.000Z,1937,506,1505
2020-07-17T00:00:00.000Z,1605,482,1564
2020-07-18T00:00:00.000Z,1448,443,1592
2020-07-19T00:00:00.000Z,1016,522,1632
2020-07-20T00:00:00.000Z,1887,623,1600
2020-07-21T00:00:00.000Z,2006,634,1624
2020-07-22T00:00:00.000Z,2044,3828,1682
2020-07-23T00:00:00.000Z,1989,6623,1706
2020-07-24T00:00:00.000Z,1830,1673,1713
2020-07-25T00:00:00.000Z,1112,603,1745
2020-07-26T00:00:00.000Z,1042,2831,1697
2020-07-27T00:00:00.000Z,2048,1816,1701
2020-07-28T00:00:00.000Z,2125,1603,1724
2020-07-29T00:00:00.000Z,1954,1440,1741
2020-07-30T00:00:00.000Z,1787,1733,1728
2020-07-31T00:00:00.000Z,1362,1316,1699
2020-08-01T00:00:00.000Z,625,545,1632
2020-08-02T00:00:00.000Z,708,2514,1563
2020-08-03T00:00:00.000Z,1800,1854,1515
2020-08-04T00:00:00.000Z,1729,1695,1480
2020-08-05T00:00:00.000Z,1690,1516,1423
2020-08-06T00:00:00.000Z,1677,1818,1385
2020-08-07T00:00:00.000Z,1764,1245,1370
2020-08-08T00:00:00.000Z,754,616,1427
2020-08-09T00:00:00.000Z,924,2297,1446
2020-08-10T00:00:00.000Z,1704,1396,1476
2020-08-11T00:00:00.000Z,1823,997,1463
2020-08-12T00:00:00.000Z,1622,1147,1476
2020-08-13T00:00:00.000Z,1643,1325,1466
2020-08-14T00:00:00.000Z,1388,989,1462
2020-08-15T00:00:00.000Z,757,568,1408
2020-08-16T00:00:00.000Z,1068,2247,1408
2020-08-17T00:00:00.000Z,1650,1206,1429
2020-08-18T00:00:00.000Z,1649,1127,1421
2020-08-19T00:00:00.000Z,1640,1489,1396
2020-08-20T00:00:00.000Z,1487,1448,1399
2020-08-21T00:00:00.000Z,1493,1593,1377
2020-08-22T00:00:00.000Z,711,671,1392
2020-08-23T00:00:00.000Z,965,2141,1385
2020-08-24T00:00:00.000Z,1900,1410,1370
2020-08-25T00:00:00.000Z,1956,802,1406
2020-08-26T00:00:00.000Z,1953,3717,1450
2020-08-27T00:00:00.000Z,2071,1535,1495
2020-08-28T00:00:00.000Z,1832,1848,1578
2020-08-29T00:00:00.000Z,910,714,1626
2020-08-30T00:00:00.000Z,1101,2313,1655
2020-08-31T00:00:00.000Z,2178,1496,1674
2020-09-01T00:00:00.000Z,2252,1020,1714
2020-09-02T00:00:00.000Z,3193,1416,1756
2020-09-03T00:00:00.000Z,2661,1825,1933
2020-09-04T00:00:00.000Z,2623,1215,2018
2020-09-05T00:00:00.000Z,1505,903,2131
2020-09-06T00:00:00.000Z,2177,2422,2216
2020-09-07T00:00:00.000Z,3388,1608,2369
2020-09-08T00:00:00.000Z,3489,1454,2542
2020-09-09T00:00:00.000Z,3994,1483,2719
2020-09-10T00:00:00.000Z,4161,1996,2833
2020-09-11T00:00:00.000Z,3975,1793,3048
2020-09-12T00:00:00.000Z,2718,1277,3241
2020-09-13T00:00:00.000Z,3175,3308,3414
2020-09-14T00:00:00.000Z,4805,2424,3557
2020-09-15T00:00:00.000Z,5539,2301,3759
2020-09-16T00:00:00.000Z,4574,2820,4052
2020-09-17T00:00:00.000Z,5385,3755,4135
2020-09-18T00:00:00.000Z,5340,2876,4310
2020-09-19T00:00:00.000Z,3809,1461,4505
2020-09-20T00:00:00.000Z,2579,2506,4661
2020-09-21T00:00:00.000Z,3865,4732,4575
2020-09-22T00:00:00.000Z,7021,3557,4441
2020-09-23T00:00:00.000Z,7125,3873,4653
2020-09-24T00:00:00.000Z,8234,4671,5017
2020-09-25T00:00:00.000Z,8389,4211,5424
2020-09-26T00:00:00.000Z,5882,2422,5860
2020-09-27T00:00:00.000Z,3413,5764,6156
2020-09-28T00:00:00.000Z,1159,2201,6275
2020-09-29T00:00:00.000Z,4992,5893,5889
2020-09-30T00:00:00.000Z,9078,5302,5599
2020-10-01T00:00:00.000Z,7730,5835,5878
2020-10-02T00:00:00.000Z,7059,5661,5806
2020-10-03T00:00:00.000Z,2594,3540,5616
2020-10-04T00:00:00.000Z,2938,8213,5146
2020-10-05T00:00:00.000Z,5721,7048,5078
2020-10-06T00:00:00.000Z,4724,6530,5730
2020-10-07T00:00:00.000Z,4164,4970,5692
2020-10-08T00:00:00.000Z,3755,4858,4990
2020-10-09T00:00:00.000Z,2963,5160,4422
2020-10-10T00:00:00.000Z,916,3849,3837
2020-10-11T00:00:00.000Z,1646,7667,3597
2020-10-12T00:00:00.000Z,3169,5586,3412
2020-10-13T00:00:00.000Z,2336,5813,3048
2020-10-14T00:00:00.000Z,2118,5904,2707
2020-10-15T00:00:00.000Z,1612,5494,2414
2020-10-16T00:00:00.000Z,1500,3530,2108
2020-10-17T00:00:00.000Z,412,2533,1899
2020-10-18T00:00:00.000Z,923,4984,1827
2020-10-19T00:00:00.000Z,1517,2383,1724
2020-10-20T00:00:00.000Z,1193,1829,1488
2020-10-21T00:00:00.000Z,1172,3183,1325
2020-10-22T00:00:00.000Z,1032,3167,1189
2020-10-23T00:00:00.000Z,849,2471,1107
2020-10-24T00:00:00.000Z,246,1321,1014
2020-10-25T00:00:00.000Z,607,2725,990
2020-10-26T00:00:00.000Z,884,1314,945
2020-10-27T00:00:00.000Z,887,970,854
2020-10-28T00:00:00.000Z,723,1308,811
2020-10-29T00:00:00.000Z,644,1450,746
2020-10-30T00:00:00.000Z,680,1071,691
2020-10-31T00:00:00.000Z,228,801,667
2020-11-01T00:00:00.000Z,658,1531,664
2020-11-02T00:00:00.000Z,788,921,672
2020-11-03T00:00:00.000Z,845,736,658
2020-11-04T00:00:00.000Z,769,637,652
2020-11-05T00:00:00.000Z,570,849,658
2020-11-06T00:00:00.000Z,691,897,648
2020-11-07T00:00:00.000Z,212,688,649
2020-11-08T00:00:00.000Z,534,684,647
2020-11-09T00:00:00.000Z,719,929,629
2020-11-10T00:00:00.000Z,675,337,620
2020-11-11T00:00:00.000Z,764,1096,595
2020-11-12T00:00:00.000Z,836,1216,595
2020-11-13T00:00:00.000Z,761,739,633
2020-11-14T00:00:00.000Z,291,426,643
2020-11-15T00:00:00.000Z,625,979,654
2020-11-16T00:00:00.000Z,873,668,667
2020-11-17T00:00:00.000Z,829,584,689
2020-11-18T00:00:00.000Z,795,807,711
2020-11-19T00:00:00.000Z,771,757,715
2020-11-20T00:00:00.000Z,773,681,706
2020-11-21T00:00:00.000Z,422,451,708
2020-11-22T00:00:00.000Z,762,1012,726
2020-11-23T00:00:00.000Z,959,655,746
2020-11-24T00:00:00.000Z,857,548,758
2020-11-25T00:00:00.000Z,1079,852,762
2020-11-26T00:00:00.000Z,1087,936,803
2020-11-27T00:00:00.000Z,1031,698,848
2020-11-28T00:00:00.000Z,582,424,885
2020-11-29T00:00:00.000Z,1024,1114,908
2020-11-30T00:00:00.000Z,1253,741,945
2020-12-01T00:00:00.000Z,1199,703,987
2020-12-02T00:00:00.000Z,1588,847,1036
2020-12-03T00:00:00.000Z,1452,1441,1109
2020-12-04T00:00:00.000Z,1514,869,1161
2020-12-05T00:00:00.000Z,1000,600,1230
2020-12-06T00:00:00.000Z,1362,1410,1290
2020-12-07T00:00:00.000Z,1859,915,1338
2020-12-08T00:00:00.000Z,1768,900,1424
2020-12-09T00:00:00.000Z,1866,1041,1506
2020-12-10T00:00:00.000Z,2005,1446,1545
2020-12-11T00:00:00.000Z,1835,1154,1624
2020-12-12T00:00:00.000Z,1296,925,1670
2020-12-13T00:00:00.000Z,1729,1923,1713
2020-12-14T00:00:00.000Z,2315,1272,1765
2020-12-15T00:00:00.000Z,2891,1213,1830
2020-12-16T00:00:00.000Z,2852,1634,1991
2020-12-17T00:00:00.000Z,2846,1966,2131
2020-12-18T00:00:00.000Z,2792,1571,2252
2020-12-19T00:00:00.000Z,1887,1096,2388
2020-12-20T00:00:00.000Z,3093,2596,2473
2020-12-21T00:00:00.000Z,3849,1576,2668
2020-12-22T00:00:00.000Z,4375,1632,2887
2020-12-23T00:00:00.000Z,4035,2043,3099
2020-12-24T00:00:00.000Z,4052,2892,3268
2020-12-25T00:00:00.000Z,4010,2420,3440
2020-12-26T00:00:00.000Z,2659,1833,3614
2020-12-27T00:00:00.000Z,3528,4248,3724
2020-12-28T00:00:00.000Z,5519,2499,3786
2020-12-29T00:00:00.000Z,5638,2415,4025
2020-12-30T00:00:00.000Z,5868,3750,4205
2020-12-31T00:00:00.000Z,5875,4290,4467
2021-01-01T00:00:00.000Z,6022,3501,4728
2021-01-02T00:00:00.000Z,4218,2066,5015
2021-01-03T00:00:00.000Z,5230,5620,5238
2021-01-04T00:00:00.000Z,8405,3117,5481
2021-01-05T00:00:00.000Z,8236,2994,5893
2021-01-06T00:00:00.000Z,7878,4833,6264
2021-01-07T00:00:00.000Z,7644,5912,6552
2021-01-08T00:00:00.000Z,8160,4892,6804
2021-01-09T00:00:00.000Z,5158,3117,7110
2021-01-10T00:00:00.000Z,6937,8453,7244
2021-01-11T00:00:00.000Z,9712,4894,7488
2021-01-12T00:00:00.000Z,9295,4609,7675
2021-01-13T00:00:00.000Z,9471,8080,7826
2021-01-14T00:00:00.000Z,9295,9293,8053
2021-01-15T00:00:00.000Z,8428,8077,8289
2021-01-16T00:00:00.000Z,5087,4303,8328
2021-01-17T00:00:00.000Z,5648,11019,8317
2021-01-18T00:00:00.000Z,10114,6216,8133
2021-01-19T00:00:00.000Z,8622,5531,8191
2021-01-20T00:00:00.000Z,8361,8838,8095
2021-01-21T00:00:00.000Z,7270,10096,7936
2021-01-22T00:00:00.000Z,7387,8566,7647
2021-01-23T00:00:00.000Z,2448,4215,7498
2021-01-24T00:00:00.000Z,4944,10523,7121
2021-01-25T00:00:00.000Z,8731,5675,7020
2021-01-26T00:00:00.000Z,7796,5136,6823
2021-01-27T00:00:00.000Z,7725,7487,6705
2021-01-28T00:00:00.000Z,7182,9315,6614
2021-01-29T00:00:00.000Z,6755,7579,6601
2021-01-30T00:00:00.000Z,2618,3589,6511
2021-01-31T00:00:00.000Z,5227,10207,6535
2021-02-01T00:00:00.000Z,8908,5195,6576
2021-02-02T00:00:00.000Z,8010,4462,6601
2021-02-03T00:00:00.000Z,7449,8302,6632
2021-02-04T00:00:00.000Z,7239,8246,6592
2021-02-05T00:00:00.000Z,6580,7333,6600
2021-02-06T00:00:00.000Z,2661,3082,6575
2021-02-07T00:00:00.000Z,4593,9590,6582
2021-02-08T00:00:00.000Z,7823,5102,6491
2021-02-09T00:00:00.000Z,6075,4980,6336
2021-02-10T00:00:00.000Z,3735,6677,6060
