age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,8,42,99,168.9,19.1,10.4,0,0,0,0,0,0
12-15,5,114,35,96.9,35.6,12.4,0,0,0,0,0,0
16-19,14,313,43,397.7,71.7,31.1,0,0,0,0,0,0
20-29,20,788,79,210.4,70.2,47.7,0,1,1,0,0.1,0.6
30-39,20,631,72,162.1,59.8,58.3,0,0,1,0,0,0.8
40-49,23,737,62,138.3,74.6,66.1,0,2,0,0,0.2,0
50-59,33,790,61,137.1,99.8,121.4,0,4,2,0,0.5,4
60-69,134,1189,87,274.5,186.7,159.3,1,11,1,2,1.7,1.8
70-79,266,1345,90,370.9,306,1243.6,4,17,3,5.6,3.9,41.5
80+,190,1033,97,454.1,464,707.1,6,36,9,14.3,16.2,65.6
