age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,4560,4,9291,1562.4,,1018.6,0,0,1,0,,0.1
12-15,3761,717,2005,1112.3,1957.8,821.1,2,0,5,0.6,0,2
16-19,4524,696,1122,1118.3,1185.3,974.7,3,0,2,0.7,0,1.7
20-29,8420,1239,2169,877.7,807,1192.7,3,0,2,0.3,0,1.1
30-39,11376,1626,2591,1239.2,1215.4,1926.4,6,1,8,0.7,0.7,5.9
40-49,11165,1057,2077,1248.7,1083.3,1997,10,7,10,1.1,7.2,9.6
50-59,7671,691,1416,1047.3,1041.4,2118.2,34,14,36,4.6,21.1,53.9
60-69,7341,580,1264,1127.3,1512.4,2378.8,64,12,53,9.8,31.3,99.7
70-79,4700,302,792,984.1,1380.1,3219.6,91,18,65,19.1,82.3,264.2
80-89,2592,177,567,1236.8,1212.4,4665.9,76,14,76,36.3,95.9,625.4
90+,947,56,212,2002.3,808.1,7142.9,27,4,16,57.1,57.7,539.1
