period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,215,549,13.66,34.88
3_Month,5-11,2407,8424,9.39,32.87
6_Month,5-11,3469,14136,5.35,21.8
1_Year,5-11,4888,51433,0.92,9.71
All,5-11,4888,52757,0.68,7.3
1_Month,12-15,225,195,20.18,17.49
3_Month,12-15,1557,1952,13.75,17.24
6_Month,12-15,2556,3573,7.9,11.05
1_Year,12-15,8838,17638,3.59,7.16
All,12-15,8881,18768,2.57,5.42
1_Month,16-19,228,65,25.33,7.22
3_Month,16-19,2971,960,21.57,6.97
6_Month,16-19,4401,1615,13.69,5.02
1_Year,16-19,14596,10114,7.2,4.99
All,16-19,14785,11188,4.8,3.63
1_Month,20-29,691,127,26.25,4.83
3_Month,20-29,9218,2465,21.15,5.65
6_Month,20-29,13734,4006,13.45,3.92
1_Year,20-29,36940,19534,8.34,4.41
All,20-29,37347,21625,5.72,3.31
1_Month,30-39,824,166,24.69,4.97
3_Month,30-39,10708,3115,19.66,5.72
6_Month,30-39,15378,4944,12.41,3.99
1_Year,30-39,36015,18457,7.36,3.77
All,30-39,36365,19884,5.51,3.01
1_Month,40-49,894,167,23.68,4.42
3_Month,40-49,10005,2431,18.38,4.47
6_Month,40-49,14261,3785,11.67,3.1
1_Year,40-49,32332,13689,7.12,3.02
All,40-49,32652,14609,5.48,2.45
1_Month,50-59,630,100,16.63,2.64
3_Month,50-59,7096,1443,13.76,2.8
6_Month,50-59,10067,2233,9.2,2.04
1_Year,50-59,21036,7474,6.53,2.32
All,50-59,21237,7918,5.07,1.89
1_Month,60-69,537,65,11.97,1.45
3_Month,60-69,5462,820,9.61,1.44
6_Month,60-69,7472,1234,6.73,1.11
1_Year,60-69,13481,3960,5.37,1.58
All,60-69,13626,4154,4.35,1.33
1_Month,70-79,415,32,8.98,0.69
3_Month,70-79,3435,360,6.72,0.7
6_Month,70-79,4544,505,4.9,0.55
1_Year,70-79,6903,1262,4.18,0.76
All,70-79,6979,1345,3.55,0.68
1_Month,80+,279,19,11.36,0.77
3_Month,80+,2479,248,8.5,0.85
6_Month,80+,3037,339,6.36,0.71
1_Year,80+,4432,752,5.33,0.9
All,80+,4507,814,4.3,0.78
