age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,13,128,256,204.1,56.6,27.2,0,0,0,0,0,0
12-15,11,204,81,157,62.3,29.4,0,0,0,0,0,0
16-19,10,220,42,217.2,50.1,31.2,0,0,0,0,0,0
20-29,20,571,82,145,51.2,48.4,0,2,2,0,0.2,1.2
30-39,27,647,94,193.3,61.4,75.5,0,1,0,0,0.1,0
40-49,28,779,86,163.4,79.1,88.8,0,1,1,0,0.1,1
50-59,50,729,78,215.1,92.4,143.8,0,4,3,0,0.5,5.5
60-69,73,1122,63,257.7,171,112.9,0,11,3,0,1.7,5.4
70-79,95,1281,61,424.8,265.8,425.9,1,19,3,4.5,3.9,20.9
80+,44,806,52,433.1,319.4,330.5,1,25,8,9.8,9.9,50.9
