age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,158,361,1298,187.6,207.9,139.2,0,0,0,0,0,0
12-15,45,438,241,62.1,159,89.9,0,0,0,0,0,0
16-19,41,968,213,55,258.2,161.7,0,0,0,0,0,0
20-29,166,3682,739,96,385.4,426.3,0,1,1,0,0.1,0.6
30-39,245,4325,786,135.2,487.4,623.5,0,4,0,0,0.5,0
40-49,319,4192,675,186.2,505.1,680.7,0,4,1,0,0.5,1
50-59,508,4352,498,360.6,651.5,855.9,0,12,2,0,1.8,3.4
60-69,883,7820,598,871.8,1342.4,1047.1,5,36,12,4.9,6.2,21
70-79,972,7636,465,1412.7,1777.6,2271.8,7,60,13,10.2,14,63.5
80+,825,5634,559,2411.9,2478.9,3308.3,24,93,35,70.2,40.9,207.1
