age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,15,79,221,132,34.9,23.6,0,0,0,0,0,0
12-15,6,87,76,38.4,26.9,28,0,0,0,0,0,0
16-19,12,236,53,74.8,54.9,39.8,0,0,0,0,0,0
20-29,32,857,179,69.7,79.2,104.3,0,4,2,0,0.4,1.2
30-39,37,849,195,74.1,83.4,156,0,1,1,0,0.1,0.8
40-49,44,969,146,89,101.9,148.5,0,1,0,0,0.1,0
50-59,56,978,137,117,128.3,243.1,1,6,5,2.1,0.8,8.9
60-69,148,2374,213,349.5,369.9,377.8,0,34,7,0,5.3,12.4
70-79,151,2729,179,489.3,580.3,1022.5,3,41,4,9.7,8.7,22.8
80+,127,2331,234,859.9,942.9,1437.6,4,47,17,27.1,19,104.4
