period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,127,233,21.13,38.77
3_Month,5-11,433,840,19.2,37.25
6_Month,5-11,1433,3906,12.66,34.5
1_Year,5-11,5241,48195,1.18,10.88
All,5-11,5380,53727,0.74,7.4
1_Month,12-15,190,99,35.45,18.47
3_Month,12-15,764,365,34.74,16.6
6_Month,12-15,1494,1134,22.46,17.05
1_Year,12-15,8713,15143,4.2,7.3
All,12-15,9726,19202,2.79,5.51
1_Month,16-19,792,86,50.74,5.51
3_Month,16-19,2100,258,46.59,5.72
6_Month,16-19,3557,670,34.3,6.46
1_Year,16-19,14665,7735,8.43,4.45
All,16-19,17016,11479,5.44,3.67
1_Month,20-29,1982,173,49.51,4.32
3_Month,20-29,5220,473,45.63,4.13
6_Month,20-29,9915,1525,31.7,4.88
1_Year,20-29,38159,15736,9.88,4.07
All,20-29,42926,22160,6.45,3.33
1_Month,30-39,1883,223,45.82,5.43
3_Month,30-39,5021,606,41.36,4.99
6_Month,30-39,10476,1999,28.72,5.48
1_Year,30-39,38561,16232,8.71,3.66
All,30-39,41804,20576,6.2,3.05
1_Month,40-49,2152,182,48.11,4.07
3_Month,40-49,6050,499,44.42,3.66
6_Month,40-49,11171,1603,29.38,4.22
1_Year,40-49,36051,12014,8.65,2.88
All,40-49,39185,15185,6.41,2.48
1_Month,50-59,1811,151,39.88,3.33
3_Month,50-59,4988,446,35.44,3.17
6_Month,50-59,8876,1109,23.27,2.91
1_Year,50-59,24817,6791,8.07,2.21
All,50-59,26647,8419,6.12,1.93
1_Month,60-69,1455,112,29.95,2.31
3_Month,60-69,4058,273,26.22,1.76
6_Month,60-69,7216,680,16.52,1.56
1_Year,60-69,16967,3675,6.83,1.48
All,60-69,18100,4462,5.46,1.35
1_Month,70-79,1029,59,21.73,1.25
3_Month,70-79,2757,143,18.13,0.94
6_Month,70-79,5009,330,11.77,0.78
1_Year,70-79,9634,1266,5.58,0.73
All,70-79,10113,1508,4.69,0.7
1_Month,80+,735,60,19.62,1.6
3_Month,80+,1912,165,17.7,1.53
6_Month,80+,3540,337,12.96,1.23
1_Year,80+,6358,869,6.96,0.95
All,80+,6636,999,5.64,0.85
