instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-12T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-12T00:00:00.000Z
,,,2023-01-12T00:00:00.000Z
Hacarmel Hospital             ,55.7,72,2023-01-12T00:00:00.000Z
Hadassah Mount Scopus         ,61.1,81.4,2023-01-12T00:00:00.000Z
Soroka Medical Center         ,63.2,73,2023-01-12T00:00:00.000Z
Rabin K. Hasharon             ,67.5,68.9,2023-01-12T00:00:00.000Z
Woolfson Medical Center       ,70.9,69.4,2023-01-12T00:00:00.000Z
Laniado                       ,76.9,110.4,2023-01-12T00:00:00.000Z
Barzilai Medical Center       ,77.6,78,2023-01-12T00:00:00.000Z
Poriah Hospital               ,78.2,72.6,2023-01-12T00:00:00.000Z
Yosephtal Hospital            ,81.3,58.5,2023-01-12T00:00:00.000Z
      Ziv Hospital            ,83.3,67.3,2023-01-12T00:00:00.000Z
Assaf Harofeh Medical Center  ,88.8,71.7,2023-01-12T00:00:00.000Z
Bnei Ziom Medical Center      ,100,80.8,2023-01-12T00:00:00.000Z
Rambam                        ,101.5,90.7,2023-01-12T00:00:00.000Z
Shmuel Harofe                 ,105.6,86.5,2023-01-12T00:00:00.000Z
Assuta Ashdod                 ,109.7,105.2,2023-01-12T00:00:00.000Z
,,,2023-01-12T00:00:00.000Z
Haemek Valley Center Hospital ,80.6,60.1,2023-01-12T00:00:00.000Z
Meir Hospital                 ,88.5,83.8,2023-01-12T00:00:00.000Z
Hillel Yaffeh Medical Center  ,91.1,85,2023-01-12T00:00:00.000Z
Kaplan Hospital               ,102,86.9,2023-01-12T00:00:00.000Z
Nahariya                      ,103.5,84.7,2023-01-12T00:00:00.000Z
Shaare Zedek                  ,106,103.1,2023-01-12T00:00:00.000Z
Chaim Sheba Medical Center    ,114.1,111,2023-01-12T00:00:00.000Z
Hadassah Ein Kerem            ,122.3,88,2023-01-12T00:00:00.000Z
The Holy Family               ,,,2023-01-12T00:00:00.000Z
,,,2023-01-12T00:00:00.000Z
,,40.6,2023-01-12T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-12T00:00:00.000Z
,,,2023-01-12T00:00:00.000Z
Rabin K. Beilinson            ,144.1,108.3,2023-01-12T00:00:00.000Z
