age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1,39,73,40.4,18.1,7.6,0,0,0,0,0,0
12-15,2,58,17,52.3,18.5,5.9,0,1,0,0,0.3,0
16-19,6,448,39,181.2,103.5,27.5,0,0,1,0,0,0.7
20-29,11,796,81,100.9,70.8,49.7,0,0,0,0,0,0
30-39,32,543,86,187.6,51.6,70.3,1,1,0,5.9,0.1,0
40-49,42,570,72,176.6,58,78.4,0,0,1,0,0,1.1
50-59,48,631,64,128.2,80.8,136.3,0,6,1,0,0.8,2.1
60-69,190,1032,98,215.9,172.8,177.6,0,9,5,0,1.5,9.1
70-79,428,998,101,316.4,262.3,3705.1,6,25,6,4.4,6.6,220.1
80+,501,921,139,636.7,480,1845.2,5,25,10,6.4,13,132.7
