instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,55.3,63.1,2022-07-21T00:00:00.000Z
Soroka Medical Center         ,64,83.6,2022-07-21T00:00:00.000Z
Poriah Hospital               ,65.4,69.9,2022-07-21T00:00:00.000Z
Hacarmel Hospital             ,67,86.7,2022-07-21T00:00:00.000Z
Barzilai Medical Center       ,71.9,85.3,2022-07-21T00:00:00.000Z
Bnei Ziom Medical Center      ,72.7,85,2022-07-21T00:00:00.000Z
Meir Hospital                 ,72,83.8,2022-07-21T00:00:00.000Z
Laniado                       ,74.4,95.8,2022-07-21T00:00:00.000Z
Kaplan Hospital               ,77.3,93.1,2022-07-21T00:00:00.000Z
Hillel Yaffeh Medical Center  ,80.1,92,2022-07-21T00:00:00.000Z
Yosephtal Hospital            ,81.3,53.8,2022-07-21T00:00:00.000Z
Shaare Zedek                  ,86,106,2022-07-21T00:00:00.000Z
Haemek Valley Center Hospital ,87.1,78,2022-07-21T00:00:00.000Z
Rambam                        ,90.4,91.9,2022-07-21T00:00:00.000Z
Hadassah Mount Scopus         ,91.7,83.7,2022-07-21T00:00:00.000Z
Assuta Ashdod                 ,100,100.7,2022-07-21T00:00:00.000Z
Shmuel Harofe                 ,100,85,2022-07-21T00:00:00.000Z
Rabin K. Beilinson            ,105.3,99.8,2022-07-21T00:00:00.000Z
Hadassah Ein Kerem            ,119.4,100.4,2022-07-21T00:00:00.000Z
