age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,353,420,2032,286,292.5,218.1,0,0,0,0,0,0
12-15,93,598,397,91.1,239.8,148.5,0,0,0,0,0,0
16-19,50,1254,299,49.1,359.8,227.6,0,0,0,0,0,0
20-29,232,4856,923,102.8,537.7,530.7,0,3,1,0,0.3,0.6
30-39,314,6231,1154,135.2,744.4,913.7,0,2,0,0,0.2,0
40-49,464,5996,880,213.6,764.3,886.2,1,6,1,0.5,0.8,1
50-59,607,5552,640,354.6,870.9,1090.6,0,6,1,0,0.9,1.7
60-69,1374,9134,694,1069.4,1644.7,1211.8,5,34,11,3.9,6.1,19.2
70-79,1547,9043,530,1774.6,2202.9,2496.1,10,60,14,11.5,14.6,65.9
80+,1163,6313,552,2661.6,2900.2,3238.5,25,97,27,57.2,44.6,158.4
