instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-03T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-03T00:00:00.000Z
,,,2023-01-03T00:00:00.000Z
Hadassah Mount Scopus         ,75,86.8,2023-01-03T00:00:00.000Z
Woolfson Medical Center       ,81.6,78.3,2023-01-03T00:00:00.000Z
Poriah Hospital               ,85.9,68.2,2023-01-03T00:00:00.000Z
      Ziv Hospital            ,87.5,73.5,2023-01-03T00:00:00.000Z
Laniado                       ,88.5,83.7,2023-01-03T00:00:00.000Z
Barzilai Medical Center       ,89.6,79.5,2023-01-03T00:00:00.000Z
Bnei Ziom Medical Center      ,90.1,90.1,2023-01-03T00:00:00.000Z
Assaf Harofeh Medical Center  ,90.7,76.8,2023-01-03T00:00:00.000Z
Nahariya                      ,113.7,90.6,2023-01-03T00:00:00.000Z
Hadassah Ein Kerem            ,129.1,98.4,2023-01-03T00:00:00.000Z
Assuta Ashdod                 ,132.2,115,2023-01-03T00:00:00.000Z
,,,2023-01-03T00:00:00.000Z
Hacarmel Hospital             ,,,2023-01-03T00:00:00.000Z
Hillel Yaffeh Medical Center  ,107.5,92.6,2023-01-03T00:00:00.000Z
Haemek Valley Center Hospital ,,,2023-01-03T00:00:00.000Z
The Holy Family               ,,,2023-01-03T00:00:00.000Z
,,,2023-01-03T00:00:00.000Z
Yosephtal Hospital            ,,,2023-01-03T00:00:00.000Z
Meir Hospital                 ,,,2023-01-03T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-03T00:00:00.000Z
Soroka Medical Center         ,,,2023-01-03T00:00:00.000Z
,,,2023-01-03T00:00:00.000Z
Kaplan Hospital               ,,,2023-01-03T00:00:00.000Z
Rabin K. Beilinson            ,,,2023-01-03T00:00:00.000Z
Rabin K. Hasharon             ,,,2023-01-03T00:00:00.000Z
Rambam                        ,105.6,94.9,2023-01-03T00:00:00.000Z
Shaare Zedek                  ,107.3,100.2,2023-01-03T00:00:00.000Z
Chaim Sheba Medical Center    ,125.1,107.5,2023-01-03T00:00:00.000Z
Shmuel Harofe                 ,,,2023-01-03T00:00:00.000Z
