age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,255,0,4813,310.1,0,485.7,0,0,1,0,0,0.1
12-15,2510,0,1234,700,0,498.7,0,0,0,0,0,0
16-19,1401,276,615,368,374.1,526.4,0,0,1,0,0,0.9
20-29,3246,605,987,368.2,292.6,511.6,0,0,1,0,0,0.5
30-39,2968,639,765,350.6,340.8,539.5,0,0,8,0,0,5.6
40-49,3179,486,583,376,363.8,531,0,0,16,0,0,14.6
50-59,2090,207,336,296.9,243.6,462.5,0,2,21,0,2.4,28.9
60-69,1447,88,154,226.8,185.4,278.7,5,4,15,0.8,8.4,27.1
70-79,813,37,68,174.4,143.5,217.1,5,0,11,1.1,0,35.1
80-89,240,12,38,117.6,71.8,250.3,8,0,12,3.9,0,79
90+,46,2,6,102.6,27,123.1,3,0,0,6.7,0,0
