period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,201,1073,3.19,17.02
3_Month,5-11,792,6806,1.19,10.24
6_Month,5-11,1937,40506,0.42,8.79
1_Year,5-11,1937,41960,0.33,7.15
All,5-11,1937,42173,0.28,6.12
1_Month,12-15,185,257,5.34,7.41
3_Month,12-15,1125,1800,3.52,5.63
6_Month,12-15,6881,14874,3.12,6.74
1_Year,12-15,6940,15887,2.66,6.09
All,12-15,6940,16116,2.11,4.9
1_Month,16-19,221,87,8.74,3.44
3_Month,16-19,1592,748,5.66,2.66
6_Month,16-19,11047,8765,6.17,4.9
1_Year,16-19,11227,9743,5.42,4.71
All,16-19,11238,10020,3.88,3.46
1_Month,20-29,680,209,8.47,2.6
3_Month,20-29,4816,1678,6.27,2.18
6_Month,20-29,26083,16138,6.98,4.32
1_Year,20-29,26508,18236,6,4.13
All,20-29,26535,18683,4.45,3.13
1_Month,30-39,799,265,7.09,2.35
3_Month,30-39,4852,1809,5.34,1.99
6_Month,30-39,23598,14324,5.82,3.54
1_Year,30-39,23961,15844,5.05,3.34
All,30-39,24007,16155,4.07,2.74
1_Month,40-49,688,191,6.17,1.71
3_Month,40-49,4145,1362,4.79,1.57
6_Month,40-49,20586,10579,5.52,2.84
1_Year,40-49,20882,11496,4.9,2.7
All,40-49,20927,11727,3.99,2.24
1_Month,50-59,488,103,4.99,1.05
3_Month,50-59,2809,801,4.2,1.2
6_Month,50-59,12691,5662,5.08,2.27
1_Year,50-59,12854,6045,4.6,2.16
All,50-59,12897,6205,3.68,1.77
1_Month,60-69,362,55,3.51,0.53
3_Month,60-69,1713,412,3.13,0.75
6_Month,60-69,7156,2967,4.1,1.7
1_Year,60-69,7258,3105,3.76,1.61
All,60-69,7284,3184,3.05,1.33
1_Month,70-79,192,23,2.32,0.28
3_Month,70-79,735,137,2.02,0.38
6_Month,70-79,2867,839,2.96,0.87
1_Year,70-79,2930,882,2.74,0.83
All,70-79,2948,929,2.27,0.71
1_Month,80+,136,22,3.41,0.55
3_Month,80+,444,85,2.69,0.52
6_Month,80+,1712,462,3.68,0.99
1_Year,80+,1759,484,3.35,0.92
All,80+,1783,529,2.59,0.77
