age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,365,0,736,127.3,,79.7,0,0,0,0,,0
12-15,318,147,155,115.7,161,59.7,0,0,1,0,0,0.4
16-19,345,64,50,91.3,80.4,38.9,0,0,0,0,0,0
20-29,1059,119,166,111.1,66.1,93.4,1,0,1,0.1,0,0.6
30-39,1300,166,215,142.7,102.3,166.3,0,1,1,0,0.6,0.8
40-49,1496,129,175,168.8,109.4,170.9,0,2,2,0,1.7,2
50-59,1281,76,112,175.3,99,176.4,4,2,3,0.5,2.6,4.7
60-69,1826,65,158,282.8,170.6,265.4,15,1,4,2.3,2.6,6.7
70-79,1668,39,133,352.7,209.6,467.2,23,1,3,4.9,5.4,10.5
80+,974,35,89,393.5,261.8,486.6,15,1,8,6.1,7.5,43.7
