age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,9,62,141,146.8,27.5,15,0,0,0,0,0,0
12-15,9,103,46,136.3,31.5,16.6,0,0,0,0,0,0
16-19,10,203,36,236.2,46.2,26.7,0,0,0,0,0,0
20-29,17,472,62,136.5,42.3,36.7,0,1,2,0,0.1,1.2
30-39,23,441,76,185.8,41.8,61.1,0,0,0,0,0,0
40-49,21,512,68,138.2,51.9,70.6,0,1,0,0,0.1,0
50-59,26,536,37,127.5,67.7,68.7,0,1,2,0,0.1,3.7
60-69,80,1074,64,308.8,163,114.9,1,9,2,3.9,1.4,3.6
70-79,81,1279,70,395.1,264,516,2,17,4,9.8,3.5,29.5
80+,48,813,58,511.5,321,372.2,0,20,5,0,7.9,32.1
