age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,5452,5,12337,1874.4,,1353,0,0,2,0,,0.2
12-15,4583,895,2716,1351.6,2503.9,1113.8,2,0,3,0.6,0,1.2
16-19,5127,864,1493,1267.7,1472.7,1296.8,3,0,2,0.7,0,1.7
20-29,9889,1558,2805,1032.1,1010.6,1540.1,2,0,4,0.2,0,2.2
30-39,14645,2231,3465,1597.9,1653.8,2573,6,1,12,0.7,0.7,8.9
40-49,13965,1486,2785,1563.9,1511.4,2671.5,10,5,14,1.1,5.1,13.4
50-59,9226,854,1797,1260.4,1282.5,2682.5,36,11,39,4.9,16.5,58.2
60-69,9013,723,1628,1384.7,1876,3059.7,84,20,66,12.9,51.9,124
70-79,5740,376,985,1203.1,1711.7,3941.4,95,19,77,19.9,86.5,308.1
80-89,3139,207,677,1499.5,1410.9,5508.1,108,22,82,51.6,150,667.2
90+,1154,69,250,2445.3,993.5,8226.4,33,5,29,69.9,72,954.3
