period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
3_Month,5-11,1175,34055,0.3,8.56
All,5-11,1175,35713,0.19,5.71
1_Year,5-11,1175,35629,0.22,6.58
6_Month,5-11,1175,35211,0.24,7.07
1_Month,5-11,837,23969,0.31,8.85
All,12-15,5928,14330,1.98,4.8
1_Year,12-15,5928,14211,2.47,5.92
6_Month,12-15,5907,13878,2.68,6.3
3_Month,12-15,5839,13144,3.07,6.9
1_Month,12-15,3713,7302,3.12,6.13
3_Month,16-19,9521,8070,6.26,5.3
6_Month,16-19,9670,8791,5.58,5.07
1_Year,16-19,9759,9033,5.23,4.84
All,16-19,9767,9268,3.72,3.53
1_Month,16-19,5359,3358,5.79,3.63
All,20-29,21990,16990,4.21,3.26
1_Year,20-29,21979,16650,5.75,4.36
6_Month,20-29,21814,16162,6.24,4.63
3_Month,20-29,21400,14587,7.15,4.87
1_Month,20-29,12620,6650,6.99,3.68
6_Month,30-39,19245,13775,5.22,3.73
1_Year,30-39,19398,14133,4.85,3.53
3_Month,30-39,18902,12617,5.95,3.97
All,30-39,19404,14345,3.86,2.85
1_Month,30-39,12276,6885,5.82,3.26
All,40-49,17013,10344,3.86,2.35
1_Year,40-49,17001,10184,4.83,2.9
6_Month,40-49,16870,9957,5.18,3.06
3_Month,40-49,16598,9282,5.73,3.21
1_Month,40-49,10461,4891,5.46,2.55
All,50-59,10216,5406,3.57,1.89
1_Year,50-59,10207,5281,4.64,2.4
6_Month,50-59,10115,5189,4.98,2.55
3_Month,50-59,9971,4905,5.39,2.65
1_Month,50-59,6345,2580,5.14,2.09
1_Month,60-69,3300,1322,4.26,1.71
3_Month,60-69,5491,2577,4.54,2.13
6_Month,60-69,5566,2666,4.26,2.04
1_Year,60-69,5631,2712,3.95,1.9
All,60-69,5637,2771,3.04,1.49
1_Month,70-79,1247,383,3.25,1
6_Month,70-79,2192,729,3.32,1.11
3_Month,70-79,2146,704,3.5,1.15
1_Year,70-79,2231,753,3.06,1.03
All,70-79,2236,787,2.37,0.83
1_Month,80-89,561,189,3.53,1.19
3_Month,80-89,940,303,3.93,1.27
6_Month,80-89,964,311,3.67,1.18
1_Year,80-89,981,318,3.32,1.07
All,80-89,991,346,2.42,0.85
All,90+,365,92,3.1,0.78
1_Year,90+,362,81,4.56,1.02
3_Month,90+,341,76,5.32,1.19
1_Month,90+,201,47,4.6,1.08
6_Month,90+,348,78,4.93,1.11
