age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2092,0,0,182.7,0,0,0,0,0,0
12-15,93,0,370,26.2,0,146.8,0,0,0,0,0,0
16-19,40,41,98,10.9,48.7,82,0,0,0,0,0,0
20-29,97,117,201,11.4,51.8,99.7,0,1,6,0,0.4,3
30-39,212,149,211,25.7,73.1,142.2,1,0,8,0.1,0,5.4
40-49,185,121,179,22.3,83.7,156.2,0,0,20,0,0,17.5
50-59,84,37,94,12.1,40.7,122.7,2,1,22,0.3,1.1,28.7
60-69,68,25,62,10.7,49.9,109.5,2,3,17,0.3,6,30
70-79,38,13,38,8.2,48,110.5,4,1,10,0.9,3.7,29.1
80-89,18,6,24,8.9,35,136.2,0,1,4,0,5.8,22.7
90+,3,3,6,6.9,40.7,91.5,0,0,3,0,0,45.8
