instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,37.5,40,2022-09-15T00:00:00.000Z
Rabin K. Hasharon             ,58.8,61.8,2022-09-15T00:00:00.000Z
Meir Hospital                 ,66.5,85.1,2022-09-15T00:00:00.000Z
Soroka Medical Center         ,70.9,87.7,2022-09-15T00:00:00.000Z
Poriah Hospital               ,76.9,85.4,2022-09-15T00:00:00.000Z
Bnei Ziom Medical Center      ,83.5,94,2022-09-15T00:00:00.000Z
Laniado                       ,84.6,100.8,2022-09-15T00:00:00.000Z
Haemek Valley Center Hospital ,89.7,74.1,2022-09-15T00:00:00.000Z
Kaplan Hospital               ,91.3,92.6,2022-09-15T00:00:00.000Z
Rambam                        ,101,87.3,2022-09-15T00:00:00.000Z
Shmuel Harofe                 ,102.8,84.5,2022-09-15T00:00:00.000Z
Hadassah Ein Kerem            ,114.6,105.3,2022-09-15T00:00:00.000Z
Assuta Ashdod                 ,120.3,113.3,2022-09-15T00:00:00.000Z
Rabin K. Beilinson            ,125.6,98.6,2022-09-15T00:00:00.000Z
