period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,195,546,12.48,34.96
3_Month,5-11,2627,9224,9.25,32.48
6_Month,5-11,3456,14335,5.04,20.9
1_Year,5-11,4845,51452,0.9,9.53
All,5-11,4845,52662,0.67,7.29
1_Month,12-15,196,180,19.43,17.84
3_Month,12-15,1676,2155,13.02,16.74
6_Month,12-15,2549,3608,7.5,10.61
1_Year,12-15,8795,17637,3.53,7.08
All,12-15,8830,18722,2.55,5.42
1_Month,16-19,230,61,25.36,6.73
3_Month,16-19,3139,1017,20.99,6.8
6_Month,16-19,4440,1637,13.17,4.85
1_Year,16-19,14562,10151,7.14,4.97
All,16-19,14745,11176,4.79,3.63
1_Month,20-29,756,138,25.39,4.64
3_Month,20-29,9666,2600,20.57,5.53
6_Month,20-29,13882,4057,13.05,3.81
1_Year,20-29,36858,19681,8.26,4.41
All,20-29,37237,21607,5.71,3.31
1_Month,30-39,859,199,23.26,5.39
3_Month,30-39,11154,3318,19.05,5.67
6_Month,30-39,15502,4989,12.01,3.87
1_Year,30-39,35897,18545,7.27,3.76
All,30-39,36225,19868,5.49,3.01
1_Month,40-49,919,170,22.84,4.23
3_Month,40-49,10452,2552,17.8,4.35
6_Month,40-49,14325,3788,11.27,2.98
1_Year,40-49,32191,13718,7.06,3.01
All,40-49,32498,14573,5.46,2.45
1_Month,50-59,672,108,16.68,2.68
3_Month,50-59,7392,1509,13.31,2.72
6_Month,50-59,10097,2255,8.96,2
1_Year,50-59,20936,7475,6.48,2.32
All,50-59,21129,7898,5.05,1.89
1_Month,60-69,560,78,11.67,1.63
3_Month,60-69,5635,865,9.27,1.42
6_Month,60-69,7460,1249,6.59,1.1
1_Year,60-69,13391,3966,5.33,1.58
All,60-69,13534,4148,4.33,1.33
1_Month,70-79,410,35,8.36,0.71
3_Month,70-79,3555,373,6.52,0.68
6_Month,70-79,4497,507,4.8,0.54
1_Year,70-79,6829,1264,4.15,0.77
All,70-79,6900,1342,3.52,0.68
1_Month,80+,322,29,11.56,1.04
3_Month,80+,2529,261,8.25,0.85
6_Month,80+,3015,344,6.27,0.72
1_Year,80+,4401,755,5.3,0.91
All,80+,4475,815,4.29,0.78
