age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2,0,2308,15.4,0,216.1,0,0,0,0,0,0
12-15,396,0,427,111.2,0,170.4,0,0,0,0,0,0
16-19,181,59,191,48.2,74.9,161.6,0,0,1,0,0,0.8
20-29,581,174,310,66.7,80.7,157.8,0,0,2,0,0,1
30-39,646,247,322,77.2,126.7,222.6,0,0,5,0,0,3.5
40-49,612,168,219,73,121.3,195.4,0,1,16,0,0.7,14.3
50-59,374,52,120,53.4,59.3,161.5,2,1,15,0.3,1.1,20.2
60-69,239,39,82,37.5,80.2,147.5,2,2,14,0.3,4.1,25.2
70-79,118,14,35,25.4,53.1,108.9,1,3,6,0.2,11.4,18.7
80-89,36,3,19,17.8,17.8,113,2,0,5,1,0,29.7
90+,6,3,3,13.7,41,49,0,0,0,0,0,0
