age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,36,0,2721,85.2,0,262.9,0,0,1,0,0,0.1
12-15,995,0,626,278.7,0,251,0,0,0,0,0,0
16-19,421,124,325,111.4,161.7,276,0,0,1,0,0,0.8
20-29,1089,243,417,124.4,114.5,214,0,0,2,0,0,1
30-39,1108,324,414,131.7,168.9,288.8,0,0,6,0,0,4.2
40-49,1142,233,288,135.7,170.9,258.7,0,0,15,0,0,13.5
50-59,756,87,157,107.7,100.4,213.4,1,1,17,0.1,1.2,23.1
60-69,510,44,98,80,91.4,177.4,2,3,13,0.3,6.2,23.5
70-79,266,24,45,57.1,91.9,143.3,2,0,10,0.4,0,31.8
80-89,84,4,20,41.5,23.9,120.5,2,0,6,1,0,36.1
90+,19,2,6,43.3,27.4,100.6,0,0,0,0,0,0
