period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,704,25223,0.14,4.93
1_Year,5-11,704,25170,0.16,5.71
6_Month,5-11,704,24983,0.18,6.21
3_Month,5-11,704,23697,0.25,8.25
1_Month,5-11,693,23246,0.26,8.61
1_Month,12-15,4230,10215,3.06,7.39
All,12-15,4422,11566,1.76,4.59
1_Year,12-15,4422,11480,2.19,5.69
6_Month,12-15,4416,11326,2.45,6.27
3_Month,12-15,4336,10442,3.01,7.24
1_Month,16-19,7450,6999,6.44,6.05
6_Month,16-19,7765,8021,5.37,5.54
3_Month,16-19,7572,7148,6.38,6.02
1_Year,16-19,7796,8130,4.8,5
All,16-19,7800,8318,3.41,3.63
1_Month,20-29,16721,12542,7.25,5.44
3_Month,20-29,17020,12812,7.17,5.4
1_Year,20-29,17583,14922,5.18,4.4
All,20-29,17589,15175,3.83,3.31
6_Month,20-29,17535,14676,5.84,4.89
3_Month,30-39,14221,10526,6.04,4.47
1_Month,30-39,13971,10308,6.12,4.52
All,30-39,14698,12218,3.5,2.91
1_Year,30-39,14694,12066,4.44,3.64
6_Month,30-39,14636,11869,4.88,3.96
All,40-49,13152,8868,3.61,2.43
1_Year,40-49,13145,8758,4.6,3.06
6_Month,40-49,13086,8626,5,3.3
3_Month,40-49,12760,7832,5.98,3.67
1_Month,40-49,12534,7679,6.05,3.71
All,50-59,7844,4615,3.3,1.94
1_Year,50-59,7843,4519,4.39,2.53
6_Month,50-59,7794,4449,4.77,2.72
3_Month,50-59,7614,4135,5.55,3.02
1_Month,50-59,7492,4067,5.61,3.04
1_Month,60-69,4131,2119,4.71,2.41
3_Month,60-69,4214,2151,4.68,2.39
6_Month,60-69,4315,2250,4.09,2.13
1_Year,60-69,4349,2290,3.78,1.99
All,60-69,4354,2339,2.82,1.51
1_Month,70-79,1669,563,3.78,1.27
6_Month,70-79,1764,601,3.3,1.12
3_Month,70-79,1702,569,3.75,1.26
1_Year,70-79,1781,620,3.05,1.06
All,70-79,1785,650,2.28,0.83
1_Month,80-89,745,230,4.38,1.35
3_Month,80-89,752,233,4.32,1.34
6_Month,80-89,783,242,3.65,1.13
1_Year,80-89,795,247,3.32,1.03
All,80-89,803,274,2.34,0.8
All,90+,301,76,3,0.76
1_Year,90+,299,66,4.59,1.01
3_Month,90+,278,60,5.92,1.28
1_Month,90+,274,60,5.95,1.3
6_Month,90+,292,63,5.06,1.09
