age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,7823,8,18500,2713,,2030.2,0,0,1,0,,0.1
12-15,6509,1248,3995,1914.1,3586.9,1642.6,2,0,2,0.6,0,0.8
16-19,7469,1125,2086,1847.2,1915.3,1814.8,4,0,2,1,0,1.7
20-29,13529,2183,3668,1414.5,1408.6,2010.3,3,0,3,0.3,0,1.6
30-39,17842,2814,4328,1950.9,2067.2,3205.2,5,1,9,0.5,0.7,6.7
40-49,18032,1892,3496,2022.5,1906.9,3344.7,9,6,23,1,6,22
50-59,11913,1102,2194,1629.8,1643.2,3256.3,47,13,42,6.4,19.4,62.3
60-69,10891,901,1913,1674.5,2326.4,3581.3,97,20,71,14.9,51.6,132.9
70-79,6837,447,1109,1435.2,2024.5,4342.5,103,26,84,21.6,117.8,328.9
80-89,3713,247,745,1776.3,1678.7,5955.7,111,25,101,53.1,169.9,807.4
90+,1362,69,287,2894.7,993.1,9050.8,38,4,35,80.8,57.6,1103.8
