period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,907,27390,0.29,8.82
3_Month,5-11,1113,33083,0.29,8.54
6_Month,5-11,1113,34278,0.23,6.95
1_Year,5-11,1113,34649,0.21,6.51
All,5-11,1113,34728,0.18,5.65
1_Year,12-15,5792,13964,2.45,5.9
6_Month,12-15,5776,13715,2.65,6.29
3_Month,12-15,5703,12904,3.07,6.95
1_Month,12-15,4365,9088,3.11,6.47
All,12-15,5792,14079,1.97,4.79
1_Month,16-19,6407,4580,5.84,4.17
1_Year,16-19,9569,8966,5.19,4.86
All,16-19,9577,9199,3.69,3.55
6_Month,16-19,9500,8780,5.54,5.12
3_Month,16-19,9334,8002,6.28,5.38
All,20-29,21549,16822,4.19,3.27
1_Year,20-29,21538,16497,5.69,4.36
1_Month,20-29,15088,9044,7.05,4.22
6_Month,20-29,21412,16109,6.16,4.64
3_Month,20-29,20963,14428,7.16,4.93
1_Year,30-39,18915,13963,4.81,3.55
1_Month,30-39,14330,8794,5.9,3.62
3_Month,30-39,18424,12446,5.96,4.03
6_Month,30-39,18799,13677,5.15,3.75
All,30-39,18920,14169,3.83,2.87
1_Month,40-49,12318,6294,5.59,2.86
3_Month,40-49,16212,9169,5.76,3.26
6_Month,40-49,16503,9887,5.13,3.07
1_Year,40-49,16614,10073,4.81,2.92
All,40-49,16625,10228,3.84,2.36
1_Month,50-59,7460,3321,5.26,2.34
3_Month,50-59,9761,4849,5.42,2.69
All,50-59,10003,5346,3.56,1.9
6_Month,50-59,9923,5148,4.94,2.56
1_Year,50-59,9996,5225,4.63,2.42
1_Month,60-69,3954,1711,4.4,1.91
3_Month,60-69,5371,2538,4.57,2.16
All,60-69,5515,2732,3.03,1.5
1_Year,60-69,5509,2676,3.94,1.91
6_Month,60-69,5453,2628,4.23,2.04
3_Month,70-79,2116,687,3.56,1.16
1_Month,70-79,1527,473,3.42,1.06
6_Month,70-79,2167,715,3.34,1.1
1_Year,70-79,2199,736,3.09,1.03
All,70-79,2204,770,2.38,0.83
1_Month,80-89,691,227,3.78,1.24
3_Month,80-89,913,298,3.94,1.28
1_Year,80-89,954,313,3.29,1.08
All,80-89,964,341,2.4,0.85
6_Month,80-89,938,306,3.61,1.18
All,90+,359,90,3.1,0.78
1_Month,90+,257,55,5.13,1.1
3_Month,90+,335,74,5.38,1.19
6_Month,90+,343,76,4.91,1.09
1_Year,90+,356,79,4.57,1.01
