age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,5,28,95,114.4,12.9,9.9,0,0,0,0,0,0
12-15,2,77,40,39.7,24.4,13.9,0,0,0,0,0,0
16-19,8,515,64,217.3,118.6,45.7,0,0,0,0,0,0
20-29,9,1006,115,80.6,89.6,70.2,0,0,1,0,0,0.6
30-39,28,801,130,170.4,76.1,106.2,0,1,0,0,0.1,0
40-49,41,962,106,177.7,97.9,114.3,0,4,0,0,0.4,0
50-59,85,998,110,238.6,127.6,228.3,0,10,2,0,1.3,4.2
60-69,258,1692,147,321.7,279.2,271.9,0,18,3,0,3,5.5
70-79,533,1630,132,437.8,414.9,3433.9,2,38,6,1.6,9.7,156.1
80+,609,1301,167,852.7,670.9,1302.2,6,53,15,8.4,27.3,117
