instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-20T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-20T00:00:00.000Z
,,,2022-12-20T00:00:00.000Z
Assuta Ashdod                 ,,,2022-12-20T00:00:00.000Z
Bnei Ziom Medical Center      ,92.6,88.5,2022-12-20T00:00:00.000Z
Barzilai Medical Center       ,,,2022-12-20T00:00:00.000Z
,,,2022-12-20T00:00:00.000Z
Hadassah Mount Scopus         ,,,2022-12-20T00:00:00.000Z
Hadassah Ein Kerem            ,,,2022-12-20T00:00:00.000Z
Hacarmel Hospital             ,,,2022-12-20T00:00:00.000Z
Poriah Hospital               ,76.9,66.8,2022-12-20T00:00:00.000Z
Nahariya                      ,104.2,93.2,2022-12-20T00:00:00.000Z
Hillel Yaffeh Medical Center  ,110.3,90.7,2022-12-20T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-12-20T00:00:00.000Z
The Holy Family               ,,,2022-12-20T00:00:00.000Z
,,,2022-12-20T00:00:00.000Z
Woolfson Medical Center       ,74.2,72.2,2022-12-20T00:00:00.000Z
Yosephtal Hospital            ,75,56.9,2022-12-20T00:00:00.000Z
Laniado                       ,88.5,85.9,2022-12-20T00:00:00.000Z
Meir Hospital                 ,95,90.7,2022-12-20T00:00:00.000Z
Rambam                        ,98,88.4,2022-12-20T00:00:00.000Z
Chaim Sheba Medical Center    ,108.8,108.6,2022-12-20T00:00:00.000Z
      Ziv Hospital            ,110.9,83.9,2022-12-20T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-20T00:00:00.000Z
Soroka Medical Center         ,,,2022-12-20T00:00:00.000Z
,,,2022-12-20T00:00:00.000Z
Kaplan Hospital               ,,,2022-12-20T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-12-20T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-12-20T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-20T00:00:00.000Z
Assaf Harofeh Medical Center  ,77.2,70.3,2022-12-20T00:00:00.000Z
Shaare Zedek                  ,104.7,100.7,2022-12-20T00:00:00.000Z
