instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-08T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-08T00:00:00.000Z
,,,2023-01-08T00:00:00.000Z
Yosephtal Hospital            ,68.8,40,2023-01-08T00:00:00.000Z
Hadassah Mount Scopus         ,88.9,75.5,2023-01-08T00:00:00.000Z
Poriah Hospital               ,93.6,65.9,2023-01-08T00:00:00.000Z
Barzilai Medical Center       ,95.3,80.2,2023-01-08T00:00:00.000Z
Bnei Ziom Medical Center      ,96.7,84.5,2023-01-08T00:00:00.000Z
Assuta Ashdod                 ,123.7,98.3,2023-01-08T00:00:00.000Z
,,,2023-01-08T00:00:00.000Z
Hillel Yaffeh Medical Center  ,113.7,83.7,2023-01-08T00:00:00.000Z
Nahariya                      ,127.9,93.2,2023-01-08T00:00:00.000Z
Hadassah Ein Kerem            ,132,89.4,2023-01-08T00:00:00.000Z
Hacarmel Hospital             ,,,2023-01-08T00:00:00.000Z
Haemek Valley Center Hospital ,,,2023-01-08T00:00:00.000Z
The Holy Family               ,,,2023-01-08T00:00:00.000Z
,,,2023-01-08T00:00:00.000Z
Woolfson Medical Center       ,87.7,78.3,2023-01-08T00:00:00.000Z
      Ziv Hospital            ,101.6,71.8,2023-01-08T00:00:00.000Z
Laniado                       ,103.8,95.1,2023-01-08T00:00:00.000Z
Meir Hospital                 ,,,2023-01-08T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-08T00:00:00.000Z
Soroka Medical Center         ,,,2023-01-08T00:00:00.000Z
,,,2023-01-08T00:00:00.000Z
Kaplan Hospital               ,,,2023-01-08T00:00:00.000Z
Rabin K. Beilinson            ,,,2023-01-08T00:00:00.000Z
Rabin K. Hasharon             ,,,2023-01-08T00:00:00.000Z
Assaf Harofeh Medical Center  ,93.1,69.6,2023-01-08T00:00:00.000Z
Rambam                        ,110.1,88.8,2023-01-08T00:00:00.000Z
Shaare Zedek                  ,120,99.5,2023-01-08T00:00:00.000Z
Chaim Sheba Medical Center    ,129.7,108.7,2023-01-08T00:00:00.000Z
Shmuel Harofe                 ,,,2023-01-08T00:00:00.000Z
