age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,28,74,0,12.9,7.7,0,0,0,0,0,0
12-15,1,52,25,25,16.6,8.6,0,1,0,0,0.3,0
16-19,6,460,47,180.1,106.2,33.2,0,0,1,0,0,0.7
20-29,8,872,91,73.8,77.6,55.8,0,0,0,0,0,0
30-39,23,548,86,137,52.1,70.2,1,1,1,6,0.1,0.8
40-49,41,656,85,174.8,66.8,92.5,0,0,1,0,0,1.1
50-59,56,723,74,152.4,92.5,156.3,0,10,1,0,1.3,2.1
60-69,220,1198,115,255.2,200.1,208.1,0,17,5,0,2.8,9
70-79,489,1181,109,368.7,308.7,3340.5,3,33,6,2.3,8.6,183.9
80+,544,1020,145,701.8,529.2,1846,9,38,5,11.6,19.7,63.7
