period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,63,133,14.22,30.02
3_Month,5-11,674,1838,12.29,33.53
6_Month,5-11,3213,11634,8.08,29.24
1_Year,5-11,4969,51243,0.99,10.23
All,5-11,4969,52926,0.69,7.32
1_Month,12-15,88,56,21.78,13.86
3_Month,12-15,565,523,17.95,16.61
6_Month,12-15,2261,2890,11.21,14.33
1_Year,12-15,8944,17559,3.74,7.34
All,12-15,9001,18854,2.6,5.44
1_Month,16-19,197,38,32.03,6.18
3_Month,16-19,1026,266,26.49,6.87
6_Month,16-19,3928,1277,18.89,6.14
1_Year,16-19,14794,9981,7.46,5.03
All,16-19,15001,11228,4.86,3.64
1_Month,20-29,503,79,28.34,4.45
3_Month,20-29,3199,657,24.66,5.07
6_Month,20-29,11911,3191,18.43,4.94
1_Year,20-29,37432,19196,8.63,4.43
All,20-29,37906,21716,5.79,3.32
1_Month,30-39,547,103,24.81,4.67
3_Month,30-39,3653,842,23.15,5.34
6_Month,30-39,13595,4044,16.79,5
1_Year,30-39,36573,18196,7.63,3.79
All,30-39,36999,19998,5.58,3.02
1_Month,40-49,627,97,25.42,3.93
3_Month,40-49,3591,708,22.03,4.34
6_Month,40-49,12974,3122,15.75,3.79
1_Year,40-49,33007,13580,7.36,3.03
All,40-49,33383,14719,5.58,2.46
1_Month,50-59,563,64,19.83,2.25
3_Month,50-59,2795,422,16.9,2.55
6_Month,50-59,9336,1852,11.93,2.37
1_Year,50-59,21648,7451,6.74,2.32
All,50-59,21878,7995,5.18,1.89
1_Month,60-69,602,38,15.69,0.99
3_Month,60-69,2400,267,12.14,1.35
6_Month,60-69,7243,1050,8.44,1.22
1_Year,60-69,14122,3979,5.58,1.57
All,60-69,14281,4200,4.5,1.32
1_Month,70-79,458,27,10.3,0.61
3_Month,70-79,1746,128,8.76,0.64
6_Month,70-79,4680,460,6.01,0.59
1_Year,70-79,7406,1280,4.39,0.76
All,70-79,7495,1373,3.71,0.68
1_Month,80+,282,24,11.15,0.95
3_Month,80+,1315,130,10.89,1.08
6_Month,80+,3137,327,7.55,0.79
1_Year,80+,4736,775,5.55,0.91
All,80+,4815,842,4.48,0.78
